"","id","valid_id","parent_id","rank_name","tname","records","datasets","phylum","order","family","genus","species","class","tauthor","worms_id","redlist","status","gisd","hab","ecoregion"
"5358",761825,761825,740980,"Genus","Trichococcus",3,1,"Firmicutes","Lactobacillales","Carnobacteriaceae","Trichococcus",NA,"Bacili","Scheff, Salcher & Lingens, 1984",571223,NA,NA,NA,NA,"Southwestern Caribbean"
"5359",761845,761845,740046,"Genus","Trichopsetta",2,1,"Chordata","Pleuronectiformes","Bothidae","Trichopsetta",NA,"Actinopteri","Gill, 1889",159214,NA,NA,NA,NA,"Southwestern Caribbean"
"5360",761889,761889,675208,"Species","Triconia minuta",5,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Triconia","Triconia minuta",NA,"(Giesbrecht, 1893 [""1892""])",128960,NA,NA,NA,NA,"Southwestern Caribbean"
"5361",761921,761921,782134,"Family","Triglidae",11,1,"Chordata","Scorpaeniformes","Triglidae",NA,NA,"Actinopteri","Rafinesque, 1815",125598,NA,NA,NA,NA,"Southwestern Caribbean"
"5362",761932,761932,778891,"Species","Trigoniocardia antillarum",31,1,"Mollusca","Cardiida","Cardiidae","Trigoniocardia","Trigoniocardia antillarum","Bivalvia","(d'Orbigny, 1853)",381545,NA,NA,NA,NA,"Southwestern Caribbean"
"5363",761934,761934,768833,"Species","Trigonocidaris albida",1,1,"Echinodermata","Camarodonta","Trigonocidaridae","Trigonocidaris","Trigonocidaris albida","Echinoidea","A. Agassiz, 1869",124426,NA,NA,NA,NA,"Southwestern Caribbean"
"5364",761974,761974,737150,"Genus","Trinectes",2,2,"Chordata","Pleuronectiformes","Achiridae","Trinectes",NA,"Actinopteri","Rafinesque, 1832",159270,NA,NA,NA,NA,"Southwestern Caribbean"
"5365",762153,762153,816113,"Genus","Truepera",9,1,"Deinococcus-Thermus","Deinococcales","Trueperaceae","Truepera",NA,"Deinococci",NA,571506,NA,NA,NA,NA,"Southwestern Caribbean"
"5366",762180,762180,744019,"Genus","Tubastraea",2,2,"Cnidaria","Scleractinia","Dendrophylliidae","Tubastraea",NA,"Anthozoa","Lesson, 1829",267930,NA,NA,NA,NA,"Southwestern Caribbean"
"5367",762184,762184,766940,"Family","Tubificidae",1,1,"Annelida","Haplotaxida","Tubificidae",NA,NA,"Clitellata","Vejdovský, 1884",2040,NA,NA,NA,NA,"Southwestern Caribbean"
"5368",762195,762195,1011489,"Family","Tubulariidae",2,1,"Cnidaria","Anthoathecata","Tubulariidae",NA,NA,"Hydrozoa","Goldfuss, 1818",1603,NA,NA,NA,NA,"Southwestern Caribbean"
"5369",762213,762213,756046,"Class","Turbellaria",627,2,"Platyhelminthes",NA,NA,NA,NA,"Turbellaria",NA,794,NA,NA,NA,NA,"Southwestern Caribbean"
"5370",762244,762244,701232,"Species","Turbo cailletii",3,1,"Mollusca",NA,"Turbinidae","Turbo","Turbo cailletii","Gastropoda","P. Fischer & Bernardi, 1856",419501,NA,NA,NA,NA,"Southwestern Caribbean"
"5371",762297,762297,745507,"Genus","Turicibacter",1,1,"Firmicutes","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA,"Erysipelotrichi","Bosshard, Zbinden & Altwegg, 2002",571282,NA,NA,NA,NA,"Southwestern Caribbean"
"5372",762308,762308,767116,"Family","Turridae",33,2,"Mollusca","Neogastropoda","Turridae",NA,NA,"Gastropoda","H. Adams & A. Adams, 1853 (1838)",152,NA,NA,NA,NA,"Southwestern Caribbean"
"5373",762425,762425,755052,"Family","Tyrannidae",2,1,"Chordata","Passeriformes","Tyrannidae",NA,NA,"Aves",NA,225852,NA,NA,NA,NA,"Southwestern Caribbean"
"5374",762453,762453,770260,"Genus","Udotea",1,1,"Chlorophyta","Bryopsidales","Udoteaceae","Udotea",NA,"Ulvophyceae","J.V.Lamouroux, 1812",204078,NA,NA,NA,NA,"Southwestern Caribbean"
"5375",762483,762483,523639,"Species","Umbellosphaera irregularis",3,1,"Haptophyta",NA,"Umbellosphaeraceae","Umbellosphaera","Umbellosphaera irregularis","Haptophyta incertae sedis","Paasche, 1955",235982,NA,NA,NA,NA,"Southwestern Caribbean"
"5376",762484,762484,523657,"Species","Umbilicosphaera hulburtiana",3,1,"Haptophyta","Coccolithales","Calcidiscaceae","Umbilicosphaera","Umbilicosphaera hulburtiana","Prymnesiophyceae","Gaardner, 1970",235984,NA,NA,NA,NA,"Southwestern Caribbean"
"5377",762503,762503,414431,"Genus","Undinula",1,1,"Arthropoda","Calanoida","Calanidae","Undinula",NA,NA,"Scott A., 1909",104156,NA,NA,NA,NA,"Southwestern Caribbean"
"5378",762525,762525,701276,"Species","Upogebia omissa",2,1,"Arthropoda","Decapoda","Upogebiidae","Upogebia","Upogebia omissa","Malacostraca","Gomes Corrêa, 1968",421838,NA,NA,NA,NA,"Southwestern Caribbean"
"5379",762554,762554,762553,"Genus","Urolophus",1,1,"Chordata","Myliobatiformes","Urolophidae","Urolophus",NA,"Elasmobranchii","Müller & Henle, 1837",271195,NA,NA,NA,NA,"Southwestern Caribbean"
"5380",762630,762630,775720,"Genus","Varicus",4,2,"Chordata","Perciformes","Gobiidae","Varicus",NA,"Actinopteri","Robins & Böhlke, 1961",271206,NA,NA,NA,NA,"Southwestern Caribbean"
"5381",762632,762632,742574,"Genus","Variovorax",7,1,"Proteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA,"Betaproteobacteria","Willems, De Ley, Gillis & Kersters, 1991",571247,NA,NA,NA,NA,"Southwestern Caribbean"
"5382",762644,762644,1014189,"Family","Veillonellaceae",3,1,"Firmicutes","Selenomonadales","Veillonellaceae",NA,NA,"Negativicutes",NA,570899,NA,NA,NA,NA,"Southwestern Caribbean"
"5383",762693,762693,779105,"Family","Vermetidae",1,1,"Mollusca","Littorinimorpha","Vermetidae",NA,NA,"Gastropoda","Rafinesque, 1815",23139,NA,NA,NA,NA,"Southwestern Caribbean"
"5384",762711,762711,745086,"Genus","Verrucella",22,2,"Cnidaria","Alcyonacea","Ellisellidae","Verrucella",NA,"Anthozoa","Milne Edwards & Haime, 1857",267944,NA,NA,NA,NA,"Southwestern Caribbean"
"5385",762713,762713,762714,"Family","Verrucomicrobiaceae",65,1,"Verrucomicrobia","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA,"Verrucomicrobiae","Ward-Rainey, Rainey, Schlesner & Stackebrandt, 1996",564211,NA,NA,NA,NA,"Southwestern Caribbean"
"5386",762714,762714,815972,"Order","Verrucomicrobiales",37,1,"Verrucomicrobia","Verrucomicrobiales",NA,NA,NA,"Verrucomicrobiae","Ward-Rainey, Rainey, Schlesner & Stackebrandt, 1996",564210,NA,NA,NA,NA,"Southwestern Caribbean"
"5387",762715,762715,762713,"Genus","Verrucomicrobium",1,1,"Verrucomicrobia","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium",NA,"Verrucomicrobiae","Schlesner, 1988",571513,NA,NA,NA,NA,"Southwestern Caribbean"
"5388",762732,762732,677405,"Family","Vesicomyidae",2,1,"Mollusca","Veneroida","Vesicomyidae",NA,NA,"Bivalvia","Dall & Simpson, 1901",23140,NA,NA,NA,NA,"Southwestern Caribbean"
"5389",762772,762772,762776,"Genus","Vibrio",18,1,"Proteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA,"Gammaproteobacteria","Pacini, 1854",480248,NA,NA,NA,NA,"Southwestern Caribbean"
"5390",762776,762776,779216,"Family","Vibrionaceae",7,1,"Proteobacteria","Vibrionales","Vibrionaceae",NA,NA,"Gammaproteobacteria",NA,393079,NA,NA,NA,NA,"Southwestern Caribbean"
"5391",762778,762778,762776,"Genus","Victivallis",6,1,"Proteobacteria","Vibrionales","Vibrionaceae","Victivallis",NA,"Gammaproteobacteria","Zoetendal, Plugge, Akkermans & de Vos, 2003",571516,NA,NA,NA,NA,"Southwestern Caribbean"
"5392",762846,762846,761684,"Genus","Vitrinella",7,1,"Mollusca","Littorinimorpha","Tornidae","Vitrinella",NA,"Gastropoda","C. B. Adams, 1850",160067,NA,NA,NA,NA,"Southwestern Caribbean"
"5393",762872,762872,778928,"Species","Voluta musica",2,1,"Mollusca","Neogastropoda","Volutidae","Voluta","Voluta musica","Gastropoda","Linnaeus, 1758",382406,NA,NA,NA,NA,"Southwestern Caribbean"
"5394",762875,762875,764362,"Family","Volutidae",1,1,"Mollusca","Neogastropoda","Volutidae",NA,NA,"Gastropoda","Rafinesque, 1815",23141,NA,NA,NA,NA,"Southwestern Caribbean"
"5395",762927,762927,746337,"Genus","Wautersiella",1,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Wautersiella",NA,"Flavobacteria","Kampfer, Avesani, Janssens, Charlier, De Baere & Vaneechoutte, 2006",571292,NA,NA,NA,NA,"Southwestern Caribbean"
"5396",762932,762932,749819,"Genus","Weissella",2,1,"Firmicutes","Lactobacillales","Leuconostocaceae","Weissella",NA,"Bacili","Collins, Samelis, Metaxopoulos & Wallbanks, 1994",571341,NA,NA,NA,NA,"Southwestern Caribbean"
"5397",762956,762956,770057,"Species","Williamia krebsii",4,1,"Mollusca","[unassigned] Pulmonata","Siphonariidae","Williamia","Williamia krebsii","Gastropoda","(Mörch, 1877)",420648,NA,NA,NA,NA,"Southwestern Caribbean"
"5398",762960,762960,746337,"Genus","Winogradskyella",7,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Flavobacteria","Nedashkovskaya, Kim, Han, Snauwaert, Vancanneyt, Swings, Kim, Lysenko, Rohde, Frolova, Mikhailov & Bae, 2005",562111,NA,NA,NA,NA,"Southwestern Caribbean"
"5399",762965,762965,758046,"Genus","Woodsholea",3,1,"Proteobacteria","Rhodobacterales","Rhodobacteraceae","Woodsholea",NA,"Alphaproteobacteria","_",393921,NA,NA,NA,NA,"Southwestern Caribbean"
"5400",762989,762989,757995,"Family","Xanthobacteraceae",1,1,"Proteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,"Alphaproteobacteria",NA,570973,NA,NA,NA,NA,"Southwestern Caribbean"
"5401",763001,763001,763002,"Family","Xanthomonadaceae",10,1,"Proteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,"Gammaproteobacteria",NA,394050,NA,NA,NA,NA,"Southwestern Caribbean"
"5402",763014,763014,701368,"Species","Xenanthura conchae",1,1,"Arthropoda","Isopoda","Hyssuridae","Xenanthura","Xenanthura conchae","Malacostraca","Müller, 1990",258296,NA,NA,NA,NA,"Southwestern Caribbean"
"5403",763033,763033,737658,"Genus","Xenodermichthys",1,1,"Chordata","Osmeriformes","Alepocephalidae","Xenodermichthys",NA,"Actinopteri","Günther, 1878",125884,NA,NA,NA,NA,"Southwestern Caribbean"
"5404",763053,763053,767109,"Family","Xenophoridae",1,1,"Mollusca","Littorinimorpha","Xenophoridae",NA,NA,"Gastropoda","Troschel, 1852 (1840)",23144,NA,NA,NA,NA,"Southwestern Caribbean"
"5405",763072,763072,762712,"Family","Xiphinematobacteriaceae",4,1,"Verrucomicrobia",NA,"Xiphinematobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southwestern Caribbean"
"5406",763100,763100,526343,"Genus","Yoldia",3,1,"Mollusca","Nuculanoida","Yoldiidae","Yoldia",NA,"Bivalvia","Möller, 1842",138672,NA,NA,NA,NA,"Southwestern Caribbean"
"5407",763266,763266,758054,"Genus","Zoogloea",2,1,"Proteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea",NA,"Betaproteobacteria","Itzigsohn, 1868",571436,NA,NA,NA,NA,"Southwestern Caribbean"
"5408",763269,763269,747419,"Genus","Zooshikella",1,1,"Proteobacteria","Oceanospirillales","Hahellaceae","Zooshikella",NA,"Gammaproteobacteria","Yi, Chang, Oh, Bae & Chun, 2003",570431,NA,NA,NA,NA,"Southwestern Caribbean"
"5409",763529,763529,670094,"Species","Squilla aculeata",1,1,"Arthropoda","Stomatopoda","Squillidae","Squilla","Squilla aculeata","Malacostraca","Bigelow, 1893",409339,NA,NA,NA,NA,"Southwestern Caribbean"
"5410",763574,763574,1028945,"Genus","Notarius",1,1,"Chordata","Siluriformes","Ariidae","Notarius",NA,"Actinopteri","Gill, 1863",270039,NA,NA,NA,NA,"Southwestern Caribbean"
"5411",763584,763584,779299,"Species","Vokesimurex chrysostoma",2,1,"Mollusca","Neogastropoda","Muricidae","Vokesimurex","Vokesimurex chrysostoma","Gastropoda","(G. B. Sowerby II, 1834)",405199,NA,NA,NA,NA,"Southwestern Caribbean"
"5412",763632,763632,423553,"Subgenus","Clathria (Microciona)",3,1,"Porifera","Poecilosclerida","Microcionidae","Clathria",NA,"Demospongiae","Bowerbank, 1862",167605,NA,NA,NA,NA,"Southwestern Caribbean"
"5413",763647,763647,779473,"Species","Fennerosquilla heptacantha",3,1,"Arthropoda","Stomatopoda","Squillidae","Fennerosquilla","Fennerosquilla heptacantha","Malacostraca","(Chace, 1939)",409249,NA,NA,NA,NA,"Southwestern Caribbean"
"5414",763889,763889,779438,"Species","Neogonodactylus oerstedii",7,1,"Arthropoda","Stomatopoda","Gonodactylidae","Neogonodactylus","Neogonodactylus oerstedii","Malacostraca","(Hansen, 1895)",408949,NA,NA,NA,NA,"Southwestern Caribbean"
"5415",763894,763894,779438,"Species","Neogonodactylus lacunatus",2,1,"Arthropoda","Stomatopoda","Gonodactylidae","Neogonodactylus","Neogonodactylus lacunatus","Malacostraca","(Manning, 1966)",408944,NA,NA,NA,NA,"Southwestern Caribbean"
"5416",763905,763905,776605,"Species","Kryptolebias marmoratus",1,1,"Chordata","Cyprinodontiformes","Rivulidae","Kryptolebias","Kryptolebias marmoratus","Actinopteri","(Poey, 1880)",314719,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"5417",763991,763991,772931,"Species","Amphioplus (Amphioplus) abditus",3,2,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Amphioplus (Amphioplus) abditus","Ophiuroidea","(Verrill, 1871)",244985,NA,NA,NA,NA,"Southwestern Caribbean"
"5418",764085,764085,650169,"Species","Oceanapia peltata",1,1,"Porifera","Haplosclerida","Phloeodictyidae","Oceanapia","Oceanapia peltata","Demospongiae","(Schmidt, 1870)",166984,NA,NA,NA,NA,"Southwestern Caribbean"
"5419",764111,764111,748521,"Subclass","Hydroidolina",140,3,"Cnidaria",NA,NA,NA,NA,"Hydrozoa","Collins, 2000",19494,NA,NA,NA,NA,"Southwestern Caribbean"
"5420",764303,764303,772007,"Species","Neopetrosia carbonaria",2,2,"Porifera","Haplosclerida","Petrosiidae","Neopetrosia","Neopetrosia carbonaria","Demospongiae","(Lamarck, 1814)",166799,NA,NA,NA,NA,"Southwestern Caribbean"
"5421",764317,764317,478378,"Species","Niphates caycedoi",4,3,"Porifera","Haplosclerida","Niphatidae","Niphates","Niphates caycedoi","Demospongiae","(Zea & van Soest, 1986)",166774,NA,NA,NA,NA,"Southwestern Caribbean"
"5422",764322,1010820,432918,"Species","Dentalina flintii",1,1,"Foraminifera","Lagenida","Nodosariidae","Dentalina","Dentalina flintii","Foraminifera incertae sedis","(Cushman, 1923)",113517,NA,NA,NA,NA,"Southwestern Caribbean"
"5423",764342,764342,671544,"Species","Suberites aurantiacus",2,2,"Porifera","Suberitida","Suberitidae","Suberites","Suberites aurantiacus","Demospongiae","(Duchassaing & Michelotti, 1864)",170835,NA,NA,NA,NA,"Southwestern Caribbean"
"5424",764409,764409,772002,"Species","Haliclona (Rhizoniera) curacaoensis",2,2,"Porifera","Haplosclerida","Chalinidae","Haliclona","Haliclona (Rhizoniera) curacaoensis","Demospongiae","(van Soest, 1980)",166632,NA,NA,NA,NA,"Southwestern Caribbean"
"5425",764426,764426,450489,"Species","Haliclona (Reniera) manglaris",2,2,"Porifera","Haplosclerida","Chalinidae","Haliclona","Haliclona (Reniera) manglaris","Demospongiae","Alcolado, 1984",166615,NA,NA,NA,NA,"Southwestern Caribbean"
"5426",764447,764447,612254,"Subspecies","Cheilopogon pinnatibarbatus pinnatibarbatus",1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon pinnatibarbatus","Actinopteri","(Bennett, 1831)",293562,NA,NA,NA,NA,"Southwestern Caribbean"
"5427",764680,764680,779365,"Species","Trigonulina ornata",7,1,"Mollusca",NA,"Verticordiidae","Trigonulina","Trigonulina ornata","Bivalvia","d'Orbigny, 1853",403948,NA,NA,NA,NA,"Southwestern Caribbean"
"5428",764687,764687,779364,"Species","Spinosipella acuticostata",19,1,"Mollusca",NA,"Verticordiidae","Spinosipella","Spinosipella acuticostata","Bivalvia","(Philippi, 1844)",403944,NA,NA,NA,NA,"Southwestern Caribbean"
"5429",764756,764756,778059,"Species","Paradentalium gouldii",3,2,"Mollusca","Dentaliida","Dentaliidae","Paradentalium","Paradentalium gouldii","Scaphopoda","(Dall, 1889)",344524,NA,NA,NA,NA,"Southwestern Caribbean"
"5430",764816,764816,414858,"Species","Calliodentalium callipeplum",49,1,"Mollusca","Dentaliida","Calliodentaliidae","Calliodentalium","Calliodentalium callipeplum","Scaphopoda","(Dall, 1889)",344490,NA,NA,NA,NA,"Southwestern Caribbean"
"5431",764898,764898,441311,"Species","Eudistoma obscuratum",1,1,"Chordata","Aplousobranchia","Polycitoridae","Eudistoma","Eudistoma obscuratum","Ascidiacea","(Van Name, 1902)",250234,NA,NA,NA,NA,"Southwestern Caribbean"
"5432",764978,764978,748033,"Genus","Pythonichthys",1,1,"Chordata","Anguilliformes","Heterenchelyidae","Pythonichthys",NA,"Actinopteri","Poey, 1868",270676,NA,NA,NA,NA,"Southwestern Caribbean"
"5433",765019,765019,397391,"Species","Acrosterigma magnum",4,2,"Mollusca","Cardiida","Cardiidae","Acrosterigma","Acrosterigma magnum","Bivalvia","(Linnaeus, 1758)",381240,NA,NA,NA,NA,"Southwestern Caribbean"
"5434",765029,765029,778678,"Species","Canistrocarpus crispatus",2,1,"Ochrophyta","Dictyotales","Dictyotaceae","Canistrocarpus","Canistrocarpus crispatus","Phaeophyceae","(J.V.Lamouroux) De Paula & De Clerck, 2006",377136,NA,NA,NA,NA,"Southwestern Caribbean"
"5435",765096,765096,763495,"Species","Clathria (Thalysias) venosa",4,3,"Porifera","Poecilosclerida","Microcionidae","Clathria","Clathria (Thalysias) venosa","Demospongiae","(Alcolado, 1984)",196879,NA,NA,NA,NA,"Southwestern Caribbean"
"5436",765152,765152,774248,"Species","Chlamydopleon dissimile",1,1,"Arthropoda","Mysida","Mysidae","Chlamydopleon","Chlamydopleon dissimile","Malacostraca","(Coifmann, 1937)",432375,NA,NA,NA,NA,"Southwestern Caribbean"
"5437",765456,765456,772051,"Species","Mycale (Aegogropila) carmigropila",4,2,"Porifera","Poecilosclerida","Mycalidae","Mycale","Mycale (Aegogropila) carmigropila","Demospongiae","Hajdu & Rützler, 1998",370760,NA,NA,NA,NA,"Southwestern Caribbean"
"5438",765635,765635,513282,"Species","Stelletta kallitetilla",2,2,"Porifera","Tetractinellida","Ancorinidae","Stelletta","Stelletta kallitetilla","Demospongiae","(de Laubenfels, 1936)",169953,NA,NA,NA,NA,"Southwestern Caribbean"
"5439",765643,765643,778993,"Species","Bathyarctus faxoni",1,1,"Arthropoda","Decapoda","Scyllaridae","Bathyarctus","Bathyarctus faxoni","Malacostraca","(Bouvier, 1917)",382935,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"5440",765652,765652,771996,"Species","Halichondria (Halichondria) magniconulosa",4,2,"Porifera","Suberitida","Halichondriidae","Halichondria","Halichondria (Halichondria) magniconulosa","Demospongiae","Hechtel, 1965",165838,NA,NA,NA,NA,"Southwestern Caribbean"
"5441",765680,765680,481979,"Species","Ophioderma rubicunda",2,1,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma rubicunda","Ophiuroidea","Lütken, 1856",243645,NA,NA,NA,NA,"Southwestern Caribbean"
"5442",765686,765686,481979,"Species","Ophioderma panamensis",2,1,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma panamensis","Ophiuroidea","Lütken, 1859",243641,NA,NA,NA,NA,"Southwestern Caribbean"
"5443",765691,765691,481979,"Species","Ophioderma guttata",3,1,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma guttata","Ophiuroidea","Lütken, 1859",243636,NA,NA,NA,NA,"Southwestern Caribbean"
"5444",765693,765693,481979,"Species","Ophioderma brevicauda",16,2,"Echinodermata","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma brevicauda","Ophiuroidea","Lütken, 1856",243631,NA,NA,NA,NA,"Southwestern Caribbean"
"5445",765845,765845,501328,"Species","Ptilocaulis walpersi",4,3,"Porifera","Halichondrida","Axinellidae","Ptilocaulis","Ptilocaulis walpersi","Demospongiae","(Duchassaing & Michelotti, 1864)",165618,NA,NA,NA,NA,"Southwestern Caribbean"
"5446",765863,765863,772007,"Species","Neopetrosia proxima",2,2,"Porifera","Haplosclerida","Petrosiidae","Neopetrosia","Neopetrosia proxima","Demospongiae","(Duchassaing & Michelotti, 1864)",378581,NA,NA,NA,NA,"Southwestern Caribbean"
"5447",765902,765902,743351,"Species","Ctenocella (Ellisella) schmitti",21,4,"Cnidaria","Alcyonacea","Ellisellidae","Ctenocella","Ctenocella (Ellisella) schmitti","Anthozoa","(Bayer, 1961)",177831,NA,NA,NA,NA,"Southwestern Caribbean"
"5448",765952,765952,772073,"Species","Tedania (Tedania) ignis",2,2,"Porifera","Poecilosclerida","Tedaniidae","Tedania","Tedania (Tedania) ignis","Demospongiae","(Duchassaing & Michelotti, 1864)",169565,NA,NA,NA,NA,"Southwestern Caribbean"
"5449",766255,766255,778059,"Species","Paradentalium disparile",5,1,"Mollusca","Dentaliida","Dentaliidae","Paradentalium","Paradentalium disparile","Scaphopoda","(d'Orbigny, 1853)",378075,NA,NA,NA,NA,"Southwestern Caribbean"
"5450",766325,766325,774899,"Species","Amphioplus (Unioplus) incisus",1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Amphioplus (Unioplus) incisus","Ophiuroidea","(Lyman, 1883)",242852,NA,NA,NA,NA,"Southwestern Caribbean"
"5451",766397,766397,773222,"Species","Isophyllia rigida",11,3,"Cnidaria","Scleractinia","Mussidae","Isophyllia","Isophyllia rigida","Anthozoa","(Dana, 1848)",287850,NA,NA,NA,NA,"Southwestern Caribbean"
"5452",766483,766483,774981,"Species","Davidaster rubiginosus",19,3,"Echinodermata","Comatulida","Comatulidae","Davidaster","Davidaster rubiginosus","Crinoidea","(Pourtalès, 1869)",246784,NA,NA,NA,NA,"Southwestern Caribbean"
"5453",766485,766485,774981,"Species","Davidaster discoideus",59,3,"Echinodermata","Comatulida","Comatulidae","Davidaster","Davidaster discoideus","Crinoidea","(Carpenter, 1888)",246783,NA,NA,NA,NA,"Southwestern Caribbean"
"5454",766487,766487,538465,"Species","Comissia venustus",48,3,"Echinodermata","Comatulida","Comatulidae","Comissia","Comissia venustus","Crinoidea","(AH Clark, 1909)",246782,NA,NA,NA,NA,"Southwestern Caribbean"
"5455",766495,766495,772063,"Species","Lissodendoryx (Lissodendoryx) colombiensis",7,3,"Porifera","Poecilosclerida","Coelosphaeridae","Lissodendoryx","Lissodendoryx (Lissodendoryx) colombiensis","Demospongiae","Zea & van Soest, 1986",168949,NA,NA,NA,NA,"Southwestern Caribbean"
"5456",766576,766576,778895,"Species","Microcardium tinctum",43,2,"Mollusca","Cardiida","Cardiidae","Microcardium","Microcardium tinctum","Bivalvia","(Dall, 1881)",381847,NA,NA,NA,NA,"Southwestern Caribbean"
"5457",766647,766647,773719,"Species","Euvola chazaliei",27,2,"Mollusca","Pectinoida","Pectinidae","Euvola","Euvola chazaliei","Bivalvia","(Dautzenberg, 1900)",394062,NA,NA,NA,NA,"Southwestern Caribbean"
"5458",766706,1018410,778893,"Species","Fulvia (Fulvia) laevigata",17,1,"Mollusca","Cardiida","Cardiidae","Fulvia","Fulvia (Fulvia) laevigata","Bivalvia","(Linnaeus, 1758)",381670,NA,NA,NA,NA,"Southwestern Caribbean"
"5459",766774,766774,772052,"Species","Mycale (Carmia) microsigmatosa",2,2,"Porifera","Poecilosclerida","Mycalidae","Mycale","Mycale (Carmia) microsigmatosa","Demospongiae","Arndt, 1927",168590,NA,NA,NA,NA,"Southwestern Caribbean"
"5460",766843,766843,773617,"Species","Ophiotreta sertata",1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiotreta","Ophiotreta sertata","Ophiuroidea","(Lyman, 1869)",422465,NA,NA,NA,NA,"Southwestern Caribbean"
"5461",766851,766851,779240,"Species","Lindapecten exasperatus",1,1,"Mollusca","Pectinoida","Pectinidae","Lindapecten","Lindapecten exasperatus","Bivalvia","(Sowerby II, 1842)",393781,NA,NA,NA,NA,"Southwestern Caribbean"
"5462",767644,767644,770747,"Genus","Manta",4,1,"Chordata","Myliobatiformes","Myliobatidae","Manta",NA,"Elasmobranchii","Bancroft, 1829",105755,NA,NA,NA,NA,"Southwestern Caribbean"
"5463",768171,768171,1024959,"Genus","Ceratobulimina",1,1,"Foraminifera","Robertinida","Ceratobuliminidae","Ceratobulimina",NA,"Globothalamea","Toula, 1915",112129,NA,NA,NA,NA,"Southwestern Caribbean"
"5464",768181,768181,780554,"Genus","Oridorsalis",3,1,"Foraminifera","Rotaliida","Alabaminidae","Oridorsalis",NA,"Globothalamea","Andersen, 1961",112178,NA,NA,NA,NA,"Southwestern Caribbean"
"5465",768198,768198,1014604,"Genus","Melonis",4,1,"Foraminifera","Rotaliida","Nonionidae","Melonis",NA,"Globothalamea","de Montfort, 1808",112230,NA,NA,NA,NA,"Southwestern Caribbean"
"5466",768937,768937,1031012,"Family","Scaridae",3,2,"Chordata","Perciformes","Scaridae",NA,NA,"Actinopteri","Rafinesque, 1810",125557,NA,NA,NA,NA,"Southwestern Caribbean"
"5467",769018,769018,740885,"Genus","Seriola",1,1,"Chordata","Perciformes","Carangidae","Seriola",NA,"Actinopteri","Cuvier, 1816",125944,NA,NA,NA,NA,"Southwestern Caribbean"
"5468",769377,769377,1031954,"Family","Bubaridae",6,2,"Porifera","Bubarida","Bubaridae",NA,NA,"Demospongiae","Topsent, 1894",131630,NA,NA,NA,NA,"Southwestern Caribbean"
"5469",769380,769380,451504,"Family","Chalinidae",2,2,"Porifera","Haplosclerida","Chalinidae",NA,NA,"Demospongiae","Gray, 1867",131636,NA,NA,NA,NA,"Southwestern Caribbean"
"5470",769381,769381,451504,"Family","Niphatidae",4,2,"Porifera","Haplosclerida","Niphatidae",NA,NA,"Demospongiae","van Soest, 1980",131637,NA,NA,NA,NA,"Southwestern Caribbean"
"5471",769395,769395,780676,"Family","Plakinidae",2,2,"Porifera","Homosclerophorida","Plakinidae",NA,NA,"Homoscleromorpha","Schulze, 1880",131661,NA,NA,NA,NA,"Southwestern Caribbean"
"5472",769824,769824,752533,"Genus","Nais",1,1,"Annelida","Haplotaxida","Tubificidae","Nais",NA,"Clitellata","Müller, 1774",137357,NA,NA,NA,NA,"Southwestern Caribbean"
"5473",770533,770533,770532,"Genus","Anabaenopsis",2,1,"Cyanobacteria","Nostocales","Nostocaceae","Anabaenopsis",NA,"Cyanophyceae","V.V.Miller, 1923",146590,NA,NA,NA,TRUE,"Southwestern Caribbean"
"5474",771720,771720,739793,"Genus","Strongylura",4,1,"Chordata","Beloniformes","Belonidae","Strongylura",NA,"Actinopteri","van Hasselt, 1824",159253,NA,NA,NA,NA,"Southwestern Caribbean"
"5475",772132,772132,455392,"Subgenus","Hyalonema (Leptonema)",22,2,"Porifera","Amphidiscosida","Hyalonematidae","Hyalonema",NA,"Hexactinellida","Lendenfeld, 1915",171489,NA,NA,NA,NA,"Southwestern Caribbean"
