"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","hab","gisd","ecoregion"
"2549",759382,759382,738303,"Phylum","Sipuncula",NA,1268,27,3,"Sipuncula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"2550",759384,759384,766909,"Family","Sipunculidae","Rafinesque, 1814",1648,3,2,"Sipuncula","Golfingiida","Sipunculidae",NA,"Sipunculidea",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2551",759568,759568,429802,"Genus","Solmissus","Haeckel, 1879",117074,1,1,"Cnidaria","Narcomedusae","Cuninidae","Solmissus","Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2552",759647,759647,766892,"Family","Sphaerodoridae","Malmgren, 1867",957,1,1,"Annelida","Phyllodocida","Sphaerodoridae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2553",759650,759650,669429,"Species","Sphaerodoropsis sphaerulifer",NA,254759,7,3,"Annelida","Phyllodocida","Sphaerodoridae","Sphaerodoropsis","Polychaeta","Sphaerodoropsis sphaerulifer",NA,NA,NA,NA,"Gulf of Alaska"
"2554",759745,759745,777857,"Species","Spinosphaera pacifica","Hessle, 1917",332041,1,1,"Annelida","Terebellida","Terebellidae","Spinosphaera","Polychaeta","Spinosphaera pacifica",NA,NA,NA,NA,"Gulf of Alaska"
"2555",759755,759755,766888,"Family","Spionidae","Grube, 1850",913,50,3,"Annelida","Spionida","Spionidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2556",759969,759969,1014206,"Genus","Staurocalyptus","Ijima, 1897",464585,14,1,"Porifera","Lyssacinosida","Rossellidae","Staurocalyptus","Hexactinellida",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2557",759974,759974,775665,"Order","Stauromedusae","Haeckel, 1879",135226,16,1,"Cnidaria","Stauromedusae",NA,NA,"Staurozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2558",760130,760130,760129,"Genus","Stercorarius",NA,137051,11,1,"Chordata","Charadriiformes","Stercorariidae","Stercorarius","Aves",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2559",760151,760151,741656,"Family","Sternidae",NA,148764,1,1,"Chordata","Charadriiformes","Sternidae",NA,"Aves",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2560",760171,760171,738506,"Genus","Stichopathes","Brook, 1889",103308,2,2,"Cnidaria","Antipatharia","Antipathidae","Stichopathes","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2561",760377,760377,799828,"Genus","Stylaster","Gray, 1831",117246,181,2,"Cnidaria","Anthoathecata","Stylasteridae","Stylaster","Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2562",760421,760421,770436,"Species","Stylonema alsidii","(Zanardini) K.M.Drew, 1956",145688,1,1,"Rhodophyta","Stylonematales","Stylonemataceae","Stylonema","Stylonematophyceae","Stylonema alsidii",NA,NA,NA,NA,"Gulf of Alaska"
"2563",760531,760531,768906,"Genus","Swiftia","Duchassaing & Michelotti, 1864",125314,2,1,"Cnidaria","Alcyonacea","Plexauridae","Swiftia","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2564",760537,760537,753065,"Family","Syllidae","Grube, 1850",948,157,3,"Annelida","Phyllodocida","Syllidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2565",760688,760688,516402,"Genus","Synopia","Dana, 1852",205038,1,1,"Arthropoda","Amphipoda","Synopiidae","Synopia","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2566",760778,760778,489355,"Order","Tanaidacea","Dana, 1849",1133,41,1,"Arthropoda","Tanaidacea",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2567",760808,760808,752411,"Genus","Tarletonbeania","Eigenmann & Eigenmann, 1890",271040,1,1,"Chordata","Myctophiformes","Myctophidae","Tarletonbeania","Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2568",760825,760825,504063,"Genus","Tayloriella","Kylin, 1938",206509,3,1,"Rhodophyta","Ceramiales","Rhodomelaceae","Tayloriella","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2569",760967,760967,760968,"Family","Terebellidae","Johnston, 1846",982,47,2,"Annelida","Terebellida","Terebellidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2570",761061,761061,760312,"Family","Tetragonuridae","Risso, 1827",125569,1,1,"Chordata","Perciformes","Tetragonuridae",NA,"Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2571",761180,761180,518563,"Species","Thalassiosira aestivalis","Gran, 1931",345529,63,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira aestivalis",NA,NA,NA,NA,"Gulf of Alaska"
"2572",761182,761182,518563,"Species","Thalassiosira anguste-lineata","(A.Schmidt) G.Fryxell & Hasle, 1977",148914,27,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira anguste-lineata",NA,NA,NA,NA,"Gulf of Alaska"
"2573",761183,761183,518563,"Species","Thalassiosira antiqua","(Grunow) Cleve",418578,12,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira antiqua",NA,NA,NA,NA,"Gulf of Alaska"
"2574",761196,761196,518563,"Species","Thalassiosira leptopus","(Grunow ex Van Heurck) Hasle & G.Fryxell, 1977",149103,21,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira leptopus",NA,NA,NA,NA,"Gulf of Alaska"
"2575",761209,761209,518563,"Species","Thalassiosira pacifica","Gran & Angst, 1931",148932,27,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira pacifica",NA,NA,NA,NA,"Gulf of Alaska"
"2576",761213,761213,518563,"Species","Thalassiosira punctigera","(Castracane) Hasle, 1983",148936,4,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira punctigera",NA,NA,NA,NA,"Gulf of Alaska"
"2577",761265,761265,676168,"Class","Thaliacea","Van der Haeven, 1850",22626,70,2,"Chordata",NA,NA,NA,"Thaliacea",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2578",761277,761277,767553,"Genus","Tharybis","Sars G.O., 1902",104246,1,1,"Arthropoda","Calanoida","Tharybidae","Tharybis",NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"2579",761321,761321,531490,"Species","Themisto pacifica","(Stebbing, 1888)",254453,12,2,"Arthropoda","Amphipoda","Hyperiidae","Themisto","Malacostraca","Themisto pacifica",NA,NA,NA,NA,"Gulf of Alaska"
"2580",761461,761461,756823,"Genus","Thouarella","Gray, 1870",125323,11,1,"Cnidaria","Alcyonacea","Primnoidae","Thouarella","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2581",761498,761498,674209,"Subspecies","Thymallus arcticus signifer","(Richardson, 1823)",NA,19,1,"Chordata","Salmoniformes","Salmonidae","Thymallus","Actinopterygii","Thymallus arcticus",NA,NA,NA,NA,"Gulf of Alaska"
"2582",761532,761532,767206,"Genus","Tiaropsidium","Torrey, 1909",117165,1,1,"Cnidaria","Leptothecata","Tiaropsidae","Tiaropsidium","Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2583",761724,761724,767063,"Family","Trachipteridae","Swainson, 1839",125483,1,1,"Chordata","Lampriformes","Trachipteridae",NA,"Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2584",761823,761823,760968,"Family","Trichobranchidae","Malmgren, 1866",983,2,1,"Annelida","Terebellida","Trichobranchidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2585",761884,761884,675208,"Species","Triconia borealis","(Sars G.O., 1918)",128956,107,2,"Arthropoda","Poecilostomatoida","Oncaeidae","Triconia",NA,"Triconia borealis",NA,NA,NA,NA,"Gulf of Alaska"
"2586",762139,762139,522208,"Species","Trophonopsis tenuisculptus",NA,NA,1,1,"Mollusca","Neogastropoda","Muricidae","Trophonopsis","Gastropoda","Trophonopsis tenuisculptus",NA,NA,NA,NA,"Gulf of Alaska"
"2587",762213,762213,756046,"Class","Turbellaria",NA,794,82,2,"Platyhelminthes",NA,NA,NA,"Turbellaria",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2588",762424,762424,523328,"Species","Typosyllis oerstedi","(Malmgren, 1867)",238661,10,1,"Annelida","Phyllodocida","Syllidae","Typosyllis","Polychaeta","Typosyllis oerstedi",NA,NA,NA,NA,"Gulf of Alaska"
"2589",762476,762476,770475,"Species","Ulvaria obscura","(Kützing) P.Gayral ex C.Bliding, 1969",157123,8,1,"Chlorophyta","Ulvales","Ulvaceae","Ulvaria","Ulvophyceae","Ulvaria obscura",NA,NA,NA,NA,"Gulf of Alaska"
"2590",762565,762565,677088,"Species","Urothoe denticulata","Gurjanova, 1951",557770,2,1,"Arthropoda","Amphipoda","Urothoidae","Urothoe","Malacostraca","Urothoe denticulata",NA,NA,NA,NA,"Gulf of Alaska"
"2591",762615,762615,777869,"Order","Vampyromorpha","Robson, 1929",11717,41,1,"Mollusca","Vampyromorpha",NA,NA,"Cephalopoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2592",762653,762653,677369,"Species","Velutina velutina","(O. F. Müller, 1776)",141905,1,1,"Mollusca","Littorinimorpha","Velutinidae","Velutina","Gastropoda","Velutina velutina",NA,NA,NA,NA,"Gulf of Alaska"
"2593",762943,762943,525620,"Species","Westwoodilla rectangulata","Bulycheva, 1952",547422,2,1,"Arthropoda","Amphipoda","Oedicerotidae","Westwoodilla","Malacostraca","Westwoodilla rectangulata",NA,NA,NA,NA,"Gulf of Alaska"
"2594",763011,763011,769795,"Species","Xema sabini","(Sabine, 1819)",137167,8,1,"Chordata","Charadriiformes","Laridae","Xema","Aves","Xema sabini",TRUE,"LC",NA,NA,"Gulf of Alaska"
"2595",763100,763100,526343,"Genus","Yoldia","Möller, 1842",138672,8,1,"Mollusca","Nuculanoida","Yoldiidae","Yoldia","Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2596",763111,763111,763100,"Species","Yoldia myalis","(Couthouy, 1838)",157006,1,1,"Mollusca","Nuculanoida","Yoldiidae","Yoldia","Bivalvia","Yoldia myalis",NA,NA,NA,NA,"Gulf of Alaska"
"2597",763193,763193,753566,"Family","Ziphiidae","Gray, 1850",136986,1,1,"Chordata","Cetartiodactyla","Ziphiidae",NA,"Mammalia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2598",763256,763256,763257,"Family","Zoarcidae","Swainson, 1839",125575,329,3,"Chordata","Perciformes","Zoarcidae",NA,"Actinopteri",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2599",763533,763533,763632,"Species","Clathria (Microciona) pennata","(Lambe, 1895)",167672,3,1,"Porifera","Poecilosclerida","Microcionidae","Clathria","Demospongiae","Clathria (Microciona) pennata",NA,NA,NA,NA,"Gulf of Alaska"
"2600",763741,763741,1011436,"Superfamily","Caprelloidea","Leach, 1814",196121,2,1,"Arthropoda","Amphipoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2601",763762,763762,775571,"Species","Paraheterorhabdus robustus","(Farran, 1908)",368129,2,1,"Arthropoda","Calanoida","Heterorhabdidae","Paraheterorhabdus",NA,"Paraheterorhabdus robustus",NA,NA,NA,NA,"Gulf of Alaska"
"2602",764040,764040,671544,"Species","Suberites suberia","(Montagu, 1814)",134303,8,1,"Porifera","Suberitida","Suberitidae","Suberites","Demospongiae","Suberites suberia",NA,NA,NA,NA,"Gulf of Alaska"
"2603",764062,764062,500521,"Species","Pseudosuberites montiniger","(Carter, 1880)",134257,2,1,"Porifera","Suberitida","Suberitidae","Pseudosuberites","Demospongiae","Pseudosuberites montiniger",NA,NA,NA,NA,"Gulf of Alaska"
"2604",764069,764069,777900,"Species","Tomopteris (Johnstonella) pacifica","(Izuka, 1914)",334948,8,1,"Annelida","Phyllodocida","Tomopteridae","Tomopteris","Polychaeta","Tomopteris (Johnstonella) pacifica",NA,NA,NA,NA,"Gulf of Alaska"
"2605",764111,764111,748521,"Subclass","Hydroidolina","Collins, 2000",19494,59,2,"Cnidaria",NA,NA,NA,"Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2606",764255,764255,772436,"Species","Golfingia (Golfingia) margaritacea","(Sars, 1851)",175027,8,2,"Sipuncula","Golfingiida","Golfingiidae","Golfingia","Sipunculidea","Golfingia (Golfingia) margaritacea",NA,NA,NA,NA,"Gulf of Alaska"
"2607",764256,764256,529065,"Species","Scoloplos (Scoloplos) acmeceps","Chamberlin, 1919",334771,5,1,"Annelida",NA,"Orbiniidae","Scoloplos","Polychaeta","Scoloplos (Scoloplos) acmeceps",NA,NA,NA,NA,"Gulf of Alaska"
"2608",764490,764490,513185,"Species","Stegophiura ponderosa","(Lyman, 1878)",244369,5,2,"Echinodermata","Ophiurida","Ophiuridae","Stegophiura","Ophiuroidea","Stegophiura ponderosa",NA,NA,NA,NA,"Gulf of Alaska"
"2609",764541,764541,445111,"Species","Gaetanus pungens","(Giesbrecht, 1895)",342623,1,1,"Arthropoda","Calanoida","Aetideidae","Gaetanus",NA,"Gaetanus pungens",NA,NA,NA,NA,"Gulf of Alaska"
"2610",764628,764628,768883,"Species","Leptasterias (Hexasterias) coei","Verrill, 1914",369163,1,1,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias (Hexasterias) coei",NA,NA,NA,NA,"Gulf of Alaska"
"2611",765104,765104,778915,"Superfamily","Pterotracheoidea","Rafinesque, 1814",387338,37,1,"Mollusca","Littorinimorpha",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2612",765136,697567,445111,"Species","Gaetanus campbellae","Park, 1975",358653,25,1,"Arthropoda","Calanoida","Aetideidae","Gaetanus",NA,"Gaetanus campbellae",NA,NA,NA,NA,"Gulf of Alaska"
"2613",765258,765258,699760,"Family","Physophoridae","Eschscholtz, 1829",135348,3,1,"Cnidaria","Siphonophorae","Physophoridae",NA,"Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2614",765274,765274,775069,"Species","Pleopis polyphaemoides","(Leuckart, 1859)",247981,18,1,"Arthropoda","Diplostraca","Podonidae","Pleopis","Branchiopoda","Pleopis polyphaemoides",NA,NA,NA,NA,"Gulf of Alaska"
"2615",765657,765657,765192,"Subspecies","Leptasterias (Hexasterias) polaris acervata","(Stimpson, 1862)",247756,4,1,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias (Hexasterias) polaris",NA,NA,NA,NA,"Gulf of Alaska"
"2616",765688,765688,770837,"Species","Acartia (Acartiura) longiremis","(Lilljeborg, 1853)",346037,1360,3,"Arthropoda","Calanoida","Acartiidae","Acartia",NA,"Acartia (Acartiura) longiremis",NA,NA,NA,NA,"Gulf of Alaska"
"2617",765703,765703,770835,"Species","Acartia (Acartia) danae","Giesbrecht, 1889",346026,1,1,"Arthropoda","Calanoida","Acartiidae","Acartia",NA,"Acartia (Acartia) danae",NA,NA,NA,NA,"Gulf of Alaska"
"2618",765754,765754,456726,"Species","Idanthyrsus macropalea","(Schmarda, 1861)",333667,1,1,"Annelida","Terebellida","Sabellariidae","Idanthyrsus","Polychaeta","Idanthyrsus macropalea",NA,NA,NA,NA,"Gulf of Alaska"
"2619",765770,765770,497779,"Forma","Proboscia alata f. alata","(Brightwell) Sündstrom, 1986",251728,43,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Bacillariophyceae","Proboscia alata",NA,NA,NA,NA,"Gulf of Alaska"
"2620",766035,766035,474853,"Subgenus","Myxilla (Myxilla)","Schmidt, 1862",169440,1,1,"Porifera","Poecilosclerida","Myxillidae","Myxilla","Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2621",766236,766236,764111,"Order","Leptothecata","Cornelius, 1992",13552,5,1,"Cnidaria","Leptothecata",NA,NA,"Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2622",766662,766662,775583,"Species","Sagenaster evermanni","(Fisher, 1905)",254775,1,1,"Echinodermata","Forcipulatida","Zoroasteridae","Sagenaster","Asteroidea","Sagenaster evermanni",NA,NA,NA,NA,"Gulf of Alaska"
"2623",767412,767412,756569,"Genus","Pontogeneia","Boeck, 1871",101527,2,1,"Arthropoda","Amphipoda","Pontogeneiidae","Pontogeneia","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2624",769388,769388,494969,"Family","Coelosphaeridae","Dendy, 1922",131650,17,1,"Porifera","Poecilosclerida","Coelosphaeridae",NA,"Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2625",769427,769427,1014769,"Genus","Stylissa","Hallmann, 1914",131781,11,1,"Porifera","Scopalinida","Scopalinidae","Stylissa","Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2626",769444,769444,769388,"Genus","Histodermella","Lundbeck, 1910",131925,299,1,"Porifera","Poecilosclerida","Coelosphaeridae","Histodermella","Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2627",770475,770475,523621,"Genus","Ulvaria","Ruprecht, 1850",144292,30,1,"Chlorophyta","Ulvales","Ulvaceae","Ulvaria","Ulvophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2628",772182,772182,1014206,"Genus","Acanthascus","Schulze, 1886",171966,2,1,"Porifera","Lyssacinosida","Rossellidae","Acanthascus","Hexactinellida",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2629",772470,772470,631533,"Subfamily","Conchoecinae",NA,175713,4,1,"Arthropoda","Halocyprida","Halocyprididae",NA,"Ostracoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2630",772784,772784,412282,"Genus","Prometor","Fisher, 1948",182859,1,1,"Annelida","Echiuroidea","Bonelliidae","Prometor","Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2631",775556,775556,813836,"Genus","Hapalogaster","Brandt, 1850",254338,1,1,"Arthropoda","Decapoda","Hapalogastridae","Hapalogaster","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2632",775771,775771,756823,"Genus","Arthrogorgia","Kükenthal, 1908",267238,2,1,"Cnidaria","Alcyonacea","Primnoidae","Arthrogorgia","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2633",778520,778520,484364,"Genus","Elassochirus","Benedict, 1892",366319,6,1,"Arthropoda","Decapoda","Paguridae","Elassochirus","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2634",778701,778701,770273,"Genus","Euthora","J.Agardh, 1847",369640,7,1,"Rhodophyta","Gigartinales","Kallymeniaceae","Euthora","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2635",778767,778767,771917,"Genus","Serraticardia","(Yendo) P.C.Silva, 1957",370212,9,1,"Rhodophyta","Corallinales","Corallinaceae","Serraticardia","Florideophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2636",779065,779065,779043,"Species","Cyanoplax dentiens","(Gould, 1846)",386414,1,1,"Mollusca","Chitonida","Lepidochitonidae","Cyanoplax","Polyplacophora","Cyanoplax dentiens",NA,NA,NA,NA,"Gulf of Alaska"
"2637",780683,780683,764626,"Family","Thorectidae","Bergquist, 1978",131627,1,1,"Porifera","Dictyoceratida","Thorectidae",NA,"Demospongiae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2638",780872,780872,604683,"Subclass","Coscinodiscophycidae","Round & Crawford, 1990",148971,4,1,"Ochrophyta",NA,NA,NA,"Bacillariophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2639",781297,781297,745285,"Order","Enteropneusta [order]",NA,178738,4,1,"Hemichordata","Enteropneusta [order]",NA,NA,"Enteropneusta [class]",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2640",783596,783596,424047,"Species","Clio chaptalii","Gray, 1850",224430,8,1,"Mollusca","Thecosomata","Cliidae","Clio","Gastropoda","Clio chaptalii",NA,NA,NA,NA,"Gulf of Alaska"
"2641",785821,785821,467426,"Genus","Magelona","F. Müller, 1858",129341,1,1,"Annelida","Spionida","Magelonidae","Magelona","Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2642",786559,786559,772986,"Species","Neodenticula seminae","(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986",196813,417,2,"Ochrophyta","Bacillariales","Bacillariaceae","Neodenticula","Bacillariophyceae","Neodenticula seminae",NA,NA,NA,NA,"Gulf of Alaska"
"2643",786969,786969,758761,"Family","Orbiniidae","Hartman, 1942",902,19,2,"Annelida",NA,"Orbiniidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2644",787151,787151,775571,"Species","Paraheterorhabdus compactus","(Sars G.O., 1900)",254603,1,1,"Arthropoda","Calanoida","Heterorhabdidae","Paraheterorhabdus",NA,"Paraheterorhabdus compactus",NA,NA,NA,NA,"Gulf of Alaska"
"2645",787405,787405,490683,"Species","Phalacroma rotundatum","(Claparéde & Lachmann) Kofoid & Michener, 1911",156505,3,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Phalacroma","Dinophyceae","Phalacroma rotundatum",NA,NA,TRUE,NA,"Gulf of Alaska"
"2646",787635,787635,494732,"Species","Podarkeopsis brevipalpa",NA,157532,7,1,"Annelida","Phyllodocida","Hesionidae","Podarkeopsis","Polychaeta","Podarkeopsis brevipalpa",NA,NA,NA,NA,"Gulf of Alaska"
"2647",787681,787681,780242,"Family","Polynoidae","Kinberg, 1856",939,134,3,"Annelida","Phyllodocida","Polynoidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2648",788319,788319,503990,"Genus","Rhizosolenia","Brightwell, 1858",149069,5,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Bacillariophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2649",788897,788897,628170,"Family","Stenothoidae","Boeck, 1871",101409,3,1,"Arthropoda","Amphipoda","Stenothoidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2650",790071,790071,738303,"Phylum","Cnidaria","Verrill, 1865",1267,999,3,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"2651",790072,790072,696503,"Genus","Coilodesme","Strømfelt, 1886",144064,3,1,"Ochrophyta","Ectocarpales","Chordariaceae","Coilodesme","Phaeophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2652",790122,790122,496656,"Class","Hexactinellida","Schmidt, 1870",22612,92,2,"Porifera",NA,NA,NA,"Hexactinellida",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2653",790213,790213,659535,"Species","Podon leuckartii","(Sars G.O., 1862)",106277,14,1,"Arthropoda","Diplostraca","Podonidae","Podon","Branchiopoda","Podon leuckartii",NA,NA,NA,NA,"Gulf of Alaska"
"2654",790235,790235,790071,"Class","Scyphozoa","Goette, 1887",135220,699,2,"Cnidaria",NA,NA,NA,"Scyphozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2655",794025,794025,794328,"Genus","Paracineta","Collin, 1911",415747,1,1,"Ciliophora","Exogenida","Paracinetidae","Paracineta","Phyllopharyngea",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2656",794653,794653,501872,"Forma","Pylaiella littoralis f. littoralis",NA,NA,61,1,"Ochrophyta","Ectocarpales","Acinetosporaceae","Pylaiella","Phaeophyceae","Pylaiella littoralis",NA,NA,NA,NA,"Gulf of Alaska"
"2657",794669,794669,738303,"Phylum","Coelenterata",NA,152230,95,1,"Coelenterata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Alaska"
"2658",795259,795259,399212,"Species","Alaria prealonga","Kjellman, 1889",373975,2,1,"Ochrophyta","Laminariales","Alariaceae","Alaria","Phaeophyceae","Alaria prealonga",NA,NA,NA,NA,"Gulf of Alaska"
"2659",795364,795364,767935,"Species","Peridiniella danica","(Paulsen) Y.B.Okolodkov & J.D.Dodge, 1995",233369,2,1,"Myzozoa","Gonyaulacales","Cladopyxidaceae","Peridiniella","Dinophyceae","Peridiniella danica",NA,NA,NA,NA,"Gulf of Alaska"
"2660",795530,795530,773871,"Species","Gayralia oxysperma","(Kützing) K.L.Vinogradova ex Scagel <i>et al.</i>, 1989",214368,9,1,"Chlorophyta","Ulvales","Gayraliaceae","Gayralia","Ulvophyceae","Gayralia oxysperma",NA,NA,NA,NA,"Gulf of Alaska"
"2661",795585,795585,455860,"Species","Hymenena ruthenica","(Postels & Ruprecht) A.D.Zinova, 1965",373817,2,1,"Rhodophyta","Ceramiales","Delesseriaceae","Hymenena","Florideophyceae","Hymenena ruthenica",NA,NA,NA,NA,"Gulf of Alaska"
"2662",796049,796049,802933,"Species","Serripes (Serripes) laperousii","(Deshayes, 1839)",466614,5,2,"Mollusca","Veneroida","Cardiidae","Serripes","Bivalvia","Serripes (Serripes) laperousii",NA,NA,NA,NA,"Gulf of Alaska"
"2663",796589,796589,415293,"Species","Callophyllis euthora",NA,NA,1,1,"Rhodophyta","Gigartinales","Kallymeniaceae","Callophyllis","Florideophyceae","Callophyllis euthora",NA,NA,NA,NA,"Gulf of Alaska"
"2664",796762,796762,770541,"Species","Cyanocystis violacea","(P.L.Crouan & H.M.Crouan) Komárek & Anagnostidis, 1986",178441,1,1,"Cyanobacteria","Chroococcales","Dermocarpellaceae","Cyanocystis","Cyanophyceae","Cyanocystis violacea",NA,NA,NA,NA,"Gulf of Alaska"
"2665",796823,796823,756107,"Species","Pleonosporium squarrosum","Kylin, 1925",372792,1,1,"Rhodophyta","Ceramiales","Wrangeliaceae","Pleonosporium","Florideophyceae","Pleonosporium squarrosum",NA,NA,NA,NA,"Gulf of Alaska"
"2666",796825,796825,470647,"Species","Meterythrops robustus","Smith, 1879",446462,6,1,"Arthropoda","Mysida","Mysidae","Meterythrops","Malacostraca","Meterythrops robustus",NA,NA,NA,NA,"Gulf of Alaska"
"2667",797250,797250,807449,"Subspecies","Euthora fruticulosa cristata",NA,NA,1,1,"Rhodophyta","Gigartinales","Kallymeniaceae","Euthora","Florideophyceae","Euthora fruticulosa",NA,NA,NA,NA,"Gulf of Alaska"
"2668",797374,797374,753065,"Family","Hesionidae","Grube, 1850",946,3,2,"Annelida","Phyllodocida","Hesionidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2669",797407,797407,860586,"Genus","Spiniferites","G.A.Mantell, 1850",602101,2,1,"Myzozoa",NA,NA,"Spiniferites","Dinoflagellata incertae sedis",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2670",797884,797884,696503,"Genus","Dictyosiphon","Greville, 1830",144067,2,1,"Ochrophyta","Ectocarpales","Chordariaceae","Dictyosiphon","Phaeophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2671",798044,798044,440898,"Order","Decapoda","Latreille, 1802",1130,2888,5,"Arthropoda","Decapoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"2672",798062,798062,696195,"Species","Cancer productus","Randall, 1840",440382,6,2,"Arthropoda","Decapoda","Cancridae","Cancer","Malacostraca","Cancer productus",NA,NA,NA,NA,"Gulf of Alaska"
