"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","hab","redlist","status","gisd","ecoregion"
"1377",759891,759891,743778,"Genus","Sporocytophaga","Stanier, 1940",559913,1,1,"Bacteroidetes","Cytophagales","Cytophagaceae","Sporocytophaga","Cytophagia",NA,NA,NA,NA,NA,"Chukchi Sea"
"1378",759960,759960,779733,"Genus","Staphylococcus",NA,416009,1,1,"Firmicutes","Bacillales","Staphylococcaceae","Staphylococcus","Bacili",NA,NA,NA,NA,NA,"Chukchi Sea"
"1379",760061,760061,767747,"Infraorder","Stenopodidea","Spence Bate, 1888",106676,1,1,"Arthropoda","Decapoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1380",760076,760076,763001,"Genus","Stenotrophomonas","Palleroni & Bradbury, 1993",571521,1,1,"Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1381",760130,760130,760129,"Genus","Stercorarius",NA,137051,3,1,"Chordata","Charadriiformes","Stercorariidae","Stercorarius","Aves",NA,NA,NA,NA,NA,"Chukchi Sea"
"1382",760179,760179,760178,"Order","Stichotrichida","Fauré-Fremiet, 1961",414715,589,1,"Ciliophora","Stichotrichida",NA,NA,"Spirotrichea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1383",760250,760250,NA,NA,"Stramenopiles",NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1384",760272,760272,760271,"Genus","Streptococcus",NA,393932,1,1,"Firmicutes","Lactobacillales","Streptococcaceae","Streptococcus","Bacili",NA,NA,NA,NA,NA,"Chukchi Sea"
"1385",760367,760367,514232,"Family","Styelidae","Sluiter, 1895",103450,10,2,"Chordata","Stolidobranchia","Styelidae",NA,"Ascidiacea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1386",760501,760501,758046,"Genus","Sulfitobacter","(Sorokin, 1996) emend. Yoon, Kang, Lee & Oh, 2007",562097,12,1,"Proteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Alphaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1387",760505,760505,747846,"Genus","Sulfurimonas","Inagaki, Takai, Kobayashi, Nealson & Horikoshi, 2005",393613,9,1,"Proteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas","Epsilonproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1388",760508,760508,779237,"Genus","Sulfurovum",NA,393925,2,1,"Proteobacteria","Epsilonproteobacteria incertae sedis",NA,"Sulfurovum","Epsilonproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1389",760537,760537,753065,"Family","Syllidae","Grube, 1850",948,5,1,"Annelida","Phyllodocida","Syllidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1390",760555,760555,767916,"Genus","Symbiodinium","Freudenthal, 1962",109572,1,1,"Myzozoa","Suessiales","Symbiodiniaceae","Symbiodinium","Dinophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1391",760714,760714,766976,"Genus","Syringolaimus","de Man, 1888",2526,1,1,"Nematoda","Enoplida","Ironidae","Syringolaimus","Enoplea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1392",760778,760778,489355,"Order","Tanaidacea","Dana, 1849",1133,12,2,"Arthropoda","Tanaidacea",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1393",760967,760967,760968,"Family","Terebellidae","Johnston, 1846",982,10,1,"Annelida","Terebellida","Terebellidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1394",761182,761182,518563,"Species","Thalassiosira anguste-lineata","(A.Schmidt) G.Fryxell & Hasle, 1977",148914,1,1,"Ochrophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Bacillariophyceae","Thalassiosira anguste-lineata",NA,NA,NA,NA,"Chukchi Sea"
"1395",761242,761242,742568,"Genus","Thalassomonas",NA,393952,8,1,"Proteobacteria","Alteromonadales","Colwelliaceae","Thalassomonas","Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1396",761260,761260,758070,"Genus","Thalassospira",NA,392753,3,1,"Proteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassospira","Alphaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1397",761321,761321,531490,"Species","Themisto pacifica","(Stebbing, 1888)",254453,47,3,"Arthropoda","Amphipoda","Hyperiidae","Themisto","Malacostraca","Themisto pacifica",NA,NA,NA,NA,"Chukchi Sea"
"1398",761378,761378,1024900,"Class","Thermomicrobia",NA,571462,2,1,"Chloroflexi",NA,NA,NA,"Thermomicrobia",NA,NA,NA,NA,NA,"Chukchi Sea"
"1399",761388,761388,743148,"Class","Thermoprotei","Reysenbach, 2002",559441,3,1,"Crenarchaeota",NA,NA,NA,"Thermoprotei",NA,NA,NA,NA,NA,"Chukchi Sea"
"1400",761416,761416,755920,"Genus","Thiomicrospira","Kuenen & Veldkamp, 1972",394042,1,1,"Proteobacteria","Thiotrichales","Piscirickettsiaceae","Thiomicrospira","Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1401",761585,761585,519941,"Species","Tintinnopsis meunieri","Kofoid & Campbell, 1929",427422,10,1,"Ciliophora","Choreotrichida","Codonellidae","Tintinnopsis","Oligotrichea","Tintinnopsis meunieri",NA,NA,NA,NA,"Chukchi Sea"
"1402",761604,761604,520024,"Species","Tiron bioculata",NA,254763,1,1,"Arthropoda","Amphipoda","Synopiidae","Tiron","Malacostraca","Tiron bioculata",NA,NA,NA,NA,"Chukchi Sea"
"1403",761718,761718,760281,"Division","Tracheophyta","Sinnott ex Cavalier-Smith, 1998",596326,7,1,"Tracheophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1404",761748,761748,761747,"Species","Trachyneis aspera","(Ehrenberg) Cleve, 1894",149147,28,1,"Ochrophyta","Naviculales","Naviculaceae","Trachyneis","Bacillariophyceae","Trachyneis aspera",NA,NA,NA,NA,"Chukchi Sea"
"1405",761825,761825,740980,"Genus","Trichococcus","Scheff, Salcher & Lingens, 1984",571223,1,1,"Firmicutes","Lactobacillales","Carnobacteriaceae","Trichococcus","Bacili",NA,NA,NA,NA,NA,"Chukchi Sea"
"1406",761850,761850,698343,"Subclass","Trichostomatia","Bütschli, 1889",425422,4,1,"Ciliophora",NA,NA,NA,"Litostomatea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1407",761853,761853,521176,"Species","Trichotropis bicarinata","(Sowerby I, 1825)",160421,3,2,"Mollusca","Littorinimorpha","Capulidae","Trichotropis","Gastropoda","Trichotropis bicarinata",NA,NA,NA,NA,"Chukchi Sea"
"1408",761884,761884,675208,"Species","Triconia borealis","(Sars G.O., 1918)",128956,68,5,"Arthropoda","Poecilostomatoida","Oncaeidae","Triconia",NA,"Triconia borealis",NA,NA,NA,NA,"Chukchi Sea"
"1409",761923,761923,521421,"Subspecies","Triglops pingelii pacificus",NA,NA,15,1,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopterygii","Triglops pingelii",NA,NA,NA,NA,"Chukchi Sea"
"1410",762166,762166,819588,"Genus","Trypanosoma","Gruby, 1843",562571,3,1,"Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma","Kinetoplastea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1411",762297,762297,745507,"Genus","Turicibacter","Bosshard, Zbinden & Altwegg, 2002",571282,1,1,"Firmicutes","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Erysipelotrichi",NA,NA,NA,NA,NA,"Chukchi Sea"
"1412",762308,762308,767116,"Family","Turridae","H. Adams & A. Adams, 1853 (1838)",152,1,1,"Mollusca","Neogastropoda","Turridae",NA,"Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"1413",762584,762584,780205,"Class","Ustilaginomycetes",NA,177258,1,1,"Basidiomycota",NA,NA,NA,"Ustilaginomycetes",NA,NA,NA,NA,NA,"Chukchi Sea"
"1414",762652,762652,677369,"Species","Velutina plicatilis","(O. F. Müller, 1776)",141902,7,1,"Mollusca","Littorinimorpha","Velutinidae","Velutina","Gastropoda","Velutina plicatilis",NA,NA,NA,NA,"Chukchi Sea"
"1415",762713,762713,762714,"Family","Verrucomicrobiaceae","Ward-Rainey, Rainey, Schlesner & Stackebrandt, 1996",564211,17,1,"Verrucomicrobia","Verrucomicrobiales","Verrucomicrobiaceae",NA,"Verrucomicrobiae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1416",762714,762714,815972,"Order","Verrucomicrobiales","Ward-Rainey, Rainey, Schlesner & Stackebrandt, 1996",564210,14,1,"Verrucomicrobia","Verrucomicrobiales",NA,NA,"Verrucomicrobiae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1417",762772,762772,762776,"Genus","Vibrio","Pacini, 1854",480248,6,1,"Proteobacteria","Vibrionales","Vibrionaceae","Vibrio","Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1418",762776,762776,779216,"Family","Vibrionaceae",NA,393079,1,1,"Proteobacteria","Vibrionales","Vibrionaceae",NA,"Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1419",762778,762778,762776,"Genus","Victivallis","Zoetendal, Plugge, Akkermans & de Vos, 2003",571516,2,1,"Proteobacteria","Vibrionales","Vibrionaceae","Victivallis","Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1420",762795,762795,779737,"Genus","Virgulinella","Cushman, 1932",416138,1,1,"Foraminifera","Rotaliida","Virgulinellidae","Virgulinella","Globothalamea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1421",762880,762880,525432,"Species","Volutopsius castaneus","(Mörch, 1857)",254481,13,1,"Mollusca","Neogastropoda","Buccinidae","Volutopsius","Gastropoda","Volutopsius castaneus",NA,NA,NA,NA,"Chukchi Sea"
"1422",762932,762932,749819,"Genus","Weissella","Collins, Samelis, Metaxopoulos & Wallbanks, 1994",571341,2,1,"Firmicutes","Lactobacillales","Leuconostocaceae","Weissella","Bacili",NA,NA,NA,NA,NA,"Chukchi Sea"
"1423",763001,763001,763002,"Family","Xanthomonadaceae",NA,394050,4,1,"Proteobacteria","Xanthomonadales","Xanthomonadaceae",NA,"Gammaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1424",763011,763011,769795,"Species","Xema sabini","(Sabine, 1819)",137167,1,1,"Chordata","Charadriiformes","Laridae","Xema","Aves","Xema sabini",NA,TRUE,"LC",NA,"Chukchi Sea"
"1425",763072,763072,762712,"Family","Xiphinematobacteriaceae",NA,NA,6,1,"Verrucomicrobia",NA,"Xiphinematobacteriaceae",NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1426",763100,763100,526343,"Genus","Yoldia","Möller, 1842",138672,16,1,"Mollusca","Nuculanoida","Yoldiidae","Yoldia","Bivalvia",NA,NA,NA,NA,NA,"Chukchi Sea"
"1427",763266,763266,758054,"Genus","Zoogloea","Itzigsohn, 1868",571436,1,1,"Proteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea","Betaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1428",763632,763632,423553,"Subgenus","Clathria (Microciona)","Bowerbank, 1862",167605,1,1,"Porifera","Poecilosclerida","Microcionidae","Clathria","Demospongiae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1429",763741,763741,1011436,"Superfamily","Caprelloidea","Leach, 1814",196121,2,1,"Arthropoda","Amphipoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1430",764255,764255,772436,"Species","Golfingia (Golfingia) margaritacea","(Sars, 1851)",175027,17,3,"Sipuncula","Golfingiida","Golfingiidae","Golfingia","Sipunculidea","Golfingia (Golfingia) margaritacea",NA,NA,NA,NA,"Chukchi Sea"
"1431",764391,764391,468926,"Subspecies","Megalocottus platycephalus platycephalus","(Pallas, 1814)",293626,21,2,"Chordata","Scorpaeniformes","Cottidae","Megalocottus","Actinopteri","Megalocottus platycephalus",NA,NA,NA,NA,"Chukchi Sea"
"1432",764491,764491,421413,"Species","Chlamys behringiana","(Middendorff, 1849)",391825,15,2,"Mollusca","Pectinoida","Pectinidae","Chlamys","Bivalvia","Chlamys behringiana",NA,NA,NA,NA,"Chukchi Sea"
"1433",764851,764851,444410,"Species","Fragilariopsis oceanica","(Cleve) Hasle, 1965",172436,123,2,"Ochrophyta","Bacillariales","Bacillariaceae","Fragilariopsis","Bacillariophyceae","Fragilariopsis oceanica",NA,NA,NA,NA,"Chukchi Sea"
"1434",765153,765153,770837,"Species","Acartia (Acartiura) hudsonica","Pinhey, 1926",149751,16,1,"Arthropoda","Calanoida","Acartiidae","Acartia",NA,"Acartia (Acartiura) hudsonica",NA,NA,NA,NA,"Chukchi Sea"
"1435",765192,765192,768883,"Species","Leptasterias (Hexasterias) polaris","(Müller & Troschel, 1842)",125154,1,1,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias (Hexasterias) polaris",NA,NA,NA,NA,"Chukchi Sea"
"1436",765657,765657,765192,"Subspecies","Leptasterias (Hexasterias) polaris acervata","(Stimpson, 1862)",247756,63,2,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias (Hexasterias) polaris",NA,NA,NA,NA,"Chukchi Sea"
"1437",765688,765688,770837,"Species","Acartia (Acartiura) longiremis","(Lilljeborg, 1853)",346037,263,7,"Arthropoda","Calanoida","Acartiidae","Acartia",NA,"Acartia (Acartiura) longiremis",NA,NA,NA,NA,"Chukchi Sea"
"1438",765754,765754,456726,"Species","Idanthyrsus macropalea","(Schmarda, 1861)",333667,2,2,"Annelida","Terebellida","Sabellariidae","Idanthyrsus","Polychaeta","Idanthyrsus macropalea",NA,NA,NA,NA,"Chukchi Sea"
"1439",766236,766236,764111,"Order","Leptothecata","Cornelius, 1992",13552,3,1,"Cnidaria","Leptothecata",NA,NA,"Hydrozoa",NA,NA,NA,NA,NA,"Chukchi Sea"
"1440",767088,767088,781883,"Family","Limacinidae","Gray, 1840",13704,2,1,"Mollusca","Thecosomata","Limacinidae",NA,"Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"1441",767747,767747,798044,"Suborder","Pleocyemata","Burkenroad, 1963",106670,25,1,"Arthropoda","Decapoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1442",769157,769157,431747,"Genus","Semicytherura","Wagner, 1957",127617,1,1,"Arthropoda","Podocopida","Cytheruridae","Semicytherura","Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"1443",770773,770773,698972,"Family","Pleurosigmataceae","Mereschkowsky, 1903",149032,56,1,"Ochrophyta","Naviculales","Pleurosigmataceae",NA,"Bacillariophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1444",770813,770813,476046,"Genus","Caloneis","P.Cleve, 1894",149488,28,1,"Ochrophyta","Naviculales","Naviculaceae","Caloneis","Bacillariophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"1445",779252,779252,740364,"Family","Oxalobacteriaceae",NA,393946,1,1,"Proteobacteria","Burkholderiales","Oxalobacteriaceae",NA,"Betaproteobacteria",NA,NA,NA,NA,NA,"Chukchi Sea"
"1446",785821,785821,467426,"Genus","Magelona","F. Müller, 1858",129341,1,1,"Annelida","Spionida","Magelonidae","Magelona","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1447",786054,786054,772218,"Species","Metacylis vitreoides","Kofoid & Campbell, 1929",417189,17,1,"Ciliophora","Choreotrichida","Metacylididae","Metacylis","Oligotrichea","Metacylis vitreoides",NA,NA,NA,NA,"Chukchi Sea"
"1448",786559,786559,772986,"Species","Neodenticula seminae","(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986",196813,1,1,"Ochrophyta","Bacillariales","Bacillariaceae","Neodenticula","Bacillariophyceae","Neodenticula seminae",NA,NA,NA,NA,"Chukchi Sea"
"1449",786969,786969,758761,"Family","Orbiniidae","Hartman, 1942",902,9,1,"Annelida",NA,"Orbiniidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1450",787151,787151,775571,"Species","Paraheterorhabdus compactus","(Sars G.O., 1900)",254603,2,1,"Arthropoda","Calanoida","Heterorhabdidae","Paraheterorhabdus",NA,"Paraheterorhabdus compactus",NA,NA,NA,NA,"Chukchi Sea"
"1451",787681,787681,780242,"Family","Polynoidae","Kinberg, 1856",939,84,5,"Annelida","Phyllodocida","Polynoidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1452",788897,788897,628170,"Family","Stenothoidae","Boeck, 1871",101409,6,1,"Arthropoda","Amphipoda","Stenothoidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1453",790071,790071,738303,"Phylum","Cnidaria","Verrill, 1865",1267,85,5,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1454",790213,790213,659535,"Species","Podon leuckartii","(Sars G.O., 1862)",106277,17,2,"Arthropoda","Diplostraca","Podonidae","Podon","Branchiopoda","Podon leuckartii",NA,NA,NA,NA,"Chukchi Sea"
"1455",790235,790235,790071,"Class","Scyphozoa","Goette, 1887",135220,53,4,"Cnidaria",NA,NA,NA,"Scyphozoa",NA,NA,NA,NA,NA,"Chukchi Sea"
"1456",790256,790256,790255,"Subspecies","Tealia (Urticina) felina crassicornis","(Müller, 1776)",NA,2,1,"Cnidaria","Actiniaria","Actiniidae","Tealia","Anthozoa","Tealia (Urticina) felina",NA,NA,NA,NA,"Chukchi Sea"
"1457",790282,790282,524208,"Subspecies","Urticina felina crassicornis","O.F. Müller, 1776",423870,4,1,"Cnidaria","Actiniaria","Actiniidae","Urticina","Anthozoa","Urticina felina",NA,NA,NA,NA,"Chukchi Sea"
"1458",793834,793834,794419,"Genus","Pontocythere","Dubovsky, 1939",127585,4,1,"Arthropoda","Podocopida","Cushmanideidae","Pontocythere","Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"1459",794669,794669,738303,"Phylum","Coelenterata",NA,152230,1,1,"Coelenterata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1460",794875,794875,401618,"Species","Amphitrite cirrata","Müller, 1776",131474,1,1,"Annelida","Terebellida","Terebellidae","Amphitrite","Polychaeta","Amphitrite cirrata",NA,NA,NA,NA,"Chukchi Sea"
"1461",794970,794970,NA,NA,"Triaxonida",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1462",795045,795045,817624,"Species","Mooreobdella microstoma",NA,NA,2,1,"Annelida","Arhynchobdellida","Erpobdellidae","Mooreobdella","Clitellata","Mooreobdella microstoma",NA,NA,NA,NA,"Chukchi Sea"
"1463",795059,795059,738854,"Species","Aricidea (Aricidea) minuta","Southward, 1956",730747,3,1,"Annelida",NA,"Paraonidae","Aricidea","Polychaeta","Aricidea (Aricidea) minuta",NA,NA,NA,NA,"Chukchi Sea"
"1464",796049,796049,802933,"Species","Serripes (Serripes) laperousii","(Deshayes, 1839)",466614,6,1,"Mollusca","Veneroida","Cardiidae","Serripes","Bivalvia","Serripes (Serripes) laperousii",NA,NA,NA,NA,"Chukchi Sea"
"1465",796185,796185,438208,"Species","Elpidia heckeri","Baranova, 1989",423349,1,1,"Echinodermata","Elasipodida","Elpidiidae","Elpidia","Holothuroidea","Elpidia heckeri",NA,NA,NA,NA,"Chukchi Sea"
"1466",796997,796997,803187,"Species","Patinella verrucaria","(Linnaeus, 1758)",146845,1,1,"Bryozoa","Cyclostomatida","Lichenoporidae","Patinella","Stenolaemata","Patinella verrucaria",NA,NA,NA,NA,"Chukchi Sea"
"1467",797236,797236,778076,"Species","Oikopleura (Vexillaria) vanhoeffeni","Lohmann, 1896",103417,47,5,"Chordata","Copelata","Oikopleuridae","Oikopleura","Appendicularia","Oikopleura (Vexillaria) vanhoeffeni",NA,NA,NA,NA,"Chukchi Sea"
"1468",797341,797341,NA,NA,"Mbga",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1469",797374,797374,753065,"Family","Hesionidae","Grube, 1850",946,2,1,"Annelida","Phyllodocida","Hesionidae",NA,"Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"1470",797858,797858,699099,"Species","Nuculana minuta","(O. F. Müller, 1776)",140577,2,1,"Mollusca","Nuculanoida","Nuculanidae","Nuculana","Bivalvia","Nuculana minuta",NA,NA,NA,NA,"Chukchi Sea"
"1471",798044,798044,440898,"Order","Decapoda","Latreille, 1802",1130,113,5,"Arthropoda","Decapoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1472",799256,799256,NA,NA,"Tetraxonia",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1473",799452,799452,489355,"Order","Cumacea","Krøyer, 1846",1137,32,7,"Arthropoda","Cumacea",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"1474",800247,800247,494259,"Species","Pleurosigma stuxbergii","Cleve & Grunow, 1880",577545,28,1,"Ochrophyta","Naviculales","Pleurosigmataceae","Pleurosigma","Bacillariophyceae","Pleurosigma stuxbergii",NA,NA,NA,NA,"Chukchi Sea"
"1475",803025,803025,802857,"Genus","Pectocythere","Hanai, 1957",459764,7,1,"Arthropoda","Podocopida","Pectocytheridae","Pectocythere","Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"1476",804058,804058,772440,"Subspecies","Phascolion (Phascolion) strombus canadensis","Gerould",410749,5,2,"Sipuncula","Golfingiida","Phascolionidae","Phascolion","Sipunculidea","Phascolion (Phascolion) strombus",NA,NA,NA,NA,"Chukchi Sea"
"1477",804301,804301,775500,"Species","Asellus (Asellus) alaskensis","Bowman & Holmquist, 1975",264148,3,1,"Arthropoda","Isopoda","Asellidae","Asellus","Malacostraca","Asellus (Asellus) alaskensis",NA,NA,NA,NA,"Chukchi Sea"
"1478",804323,804323,806562,"Species","Anisogammarus (Eogammarus) barrowensis","Shoemaker",NA,1,1,"Arthropoda","Amphipoda","Anisogammaridae","Anisogammarus","Malacostraca","Anisogammarus (Eogammarus) barrowensis",NA,NA,NA,NA,"Chukchi Sea"
"1479",804846,804846,806562,"Species","Anisogammarus (Eogammarus) macginitie","Shoemaker",NA,1,1,"Arthropoda","Amphipoda","Anisogammaridae","Anisogammarus","Malacostraca","Anisogammarus (Eogammarus) macginitie",NA,NA,NA,NA,"Chukchi Sea"
"1480",805094,805094,799277,"Species","Paulinella ovalis","(A.Wulff) P.W.Johnson, P.E.Hargraves & J.M.Sieburth, 1988",136903,10,1,"Cercozoa","Euglyphida","Paulinellideae","Paulinella","Imbricatea","Paulinella ovalis",NA,NA,NA,NA,"Chukchi Sea"
"1481",815319,815319,445823,"Species","Gattyana ciliata",NA,254456,3,2,"Annelida","Phyllodocida","Polynoidae","Gattyana","Polychaeta","Gattyana ciliata",NA,NA,NA,NA,"Chukchi Sea"
"1482",815342,815342,775556,"Species","Hapalogaster grebnitzkii","Schalfeew, 1892",254492,1,1,"Arthropoda","Decapoda","Hapalogastridae","Hapalogaster","Malacostraca","Hapalogaster grebnitzkii",NA,NA,NA,NA,"Chukchi Sea"
"1483",815366,815366,651238,"Species","Onisimus affinis","Hansen, 1887",102636,1,1,"Arthropoda","Amphipoda","Uristidae","Onisimus","Malacostraca","Onisimus affinis",NA,NA,NA,NA,"Chukchi Sea"
"1484",815585,815585,513069,"Species","Staurophora mertensi","Brandt, 1838",117730,10,1,"Cnidaria","Leptothecata","Laodiceidae","Staurophora","Hydrozoa","Staurophora mertensi",NA,NA,NA,NA,"Chukchi Sea"
"1485",823531,823531,396824,"Species","Acirsa borealis","(Lyell, 1841)",159951,1,1,"Mollusca","Caenogastropoda incertae sedis","Epitoniidae","Acirsa","Gastropoda","Acirsa borealis",NA,NA,NA,NA,"Chukchi Sea"
"1486",824324,824324,825294,"Infraorder","Echinidea","Kroh & Smith, 2010",510534,1,1,"Echinodermata","Camarodonta",NA,NA,"Echinoidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"1487",825667,825667,836079,"Subspecies","Paramphithoe polyacantha bruggeni","Gurjanova, 1951",423858,1,1,"Arthropoda","Amphipoda","Epimeriidae","Paramphithoe","Malacostraca","Paramphithoe polyacantha",NA,NA,NA,NA,"Chukchi Sea"
"1488",825770,825770,836208,"Species","Paracyprideis pseudopunctillata","Swain, 1963",423638,2,1,"Arthropoda","Podocopida","Cytherideidae","Paracyprideis","Ostracoda","Paracyprideis pseudopunctillata",NA,NA,NA,NA,"Chukchi Sea"
"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1490",825944,825944,470677,"Species","Metopa spitzbergensis","Bruggen, 1907",103137,4,1,"Arthropoda","Amphipoda","Stenothoidae","Metopa","Malacostraca","Metopa spitzbergensis",NA,NA,NA,NA,"Chukchi Sea"
"1491",825990,825990,NA,NA,"Platocnide borealis","Wagner",117458,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1492",826067,826067,431733,"Species","Cytheropteron paralatissimum","Swain, 1963",128026,1,1,"Arthropoda","Podocopida","Cytheruridae","Cytheropteron","Ostracoda","Cytheropteron paralatissimum",NA,NA,NA,NA,"Chukchi Sea"
"1493",826322,826322,NA,NA,"Insertae sedis",NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"1494",826678,826678,431733,"Species","Cytheropteron nodosoalatum","Neale & Howe, 1973",128024,3,1,"Arthropoda","Podocopida","Cytheruridae","Cytheropteron","Ostracoda","Cytheropteron nodosoalatum",NA,NA,NA,NA,"Chukchi Sea"
"1495",826909,826909,431733,"Species","Cytheropteron suzdalskyi","Lev, 1972",423320,3,1,"Arthropoda","Podocopida","Cytheruridae","Cytheropteron","Ostracoda","Cytheropteron suzdalskyi",NA,NA,NA,NA,"Chukchi Sea"
"1496",827005,827005,674093,"Subspecies","Thracia myopsis myopsis","Moller",NA,1,1,"Mollusca",NA,"Thraciidae","Thracia","Bivalvia","Thracia myopsis",NA,NA,NA,NA,"Chukchi Sea"
"1497",827471,827471,856317,"Subspecies","Serripes groenlandicus groenlandicus","Bruguiere",247770,9,1,"Mollusca","Veneroida","Cardiidae","Serripes","Bivalvia","Serripes groenlandicus",NA,NA,NA,NA,"Chukchi Sea"
"1498",827804,827804,458875,"Species","Krithe glacialis","Brady, Crosskey & Robertson, 1874",423472,1,1,"Arthropoda","Podocopida","Krithidae","Krithe","Ostracoda","Krithe glacialis",NA,NA,NA,NA,"Chukchi Sea"
"1499",827993,827993,699161,"Species","Oikopleura labradoriensis","Lohmann, 1892",103413,61,2,"Chordata","Copelata","Oikopleuridae","Oikopleura","Larvacea","Oikopleura labradoriensis",NA,NA,NA,NA,"Chukchi Sea"
"1500",828022,828022,835967,"Species","Roundstonia globulifera","(Brady, 1868) Neale, 1973",128252,1,1,"Arthropoda","Podocopida","Loxoconchidae","Roundstonia","Ostracoda","Roundstonia globulifera",NA,NA,NA,NA,"Chukchi Sea"
"1501",828210,828210,769158,"Species","Elofsonella concinna","(Jones, 1857) Pokorny, 1955",128138,2,1,"Arthropoda","Podocopida","Hemicytheridae","Elofsonella","Ostracoda","Elofsonella concinna",NA,NA,NA,NA,"Chukchi Sea"
