"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","family","genus","species","class","order","worms_id","redlist","status","gisd","hab","ecoregion"
"13716",1019495,1019495,1019496,"Species","Preptetos trulla","(Linton, 1907) Bray & Cribb, 1996",6,1,"Platyhelminthes","Lepocreadiidae","Preptetos","Preptetos trulla","Trematoda","Plagiorchiida",744324,NA,NA,NA,NA,"Floridian"
"13717",1019546,1019546,1019547,"Species","Phaeosphaeria halima","(T.W. Johnson) Shoemaker & C.E. Babc., 1989",1,1,"Ascomycota","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria halima","Dothideomycetes","Pleosporales",437779,NA,NA,NA,NA,"Floridian"
"13718",1019550,1019550,793479,"Species","Dendrosoma capitata","(Perez, 1903)",1,1,"Ciliophora","Dendrosomatidae","Dendrosoma","Dendrosoma capitata","Phyllopharyngea","Endogenida",438816,NA,NA,NA,NA,"Floridian"
"13719",1019555,1019555,1019556,"Species","Aethon percis","(Thomson G.M., 1890)",1,1,"Arthropoda","Lernanthropidae","Aethon","Aethon percis",NA,"Siphonostomatoida",356884,NA,NA,NA,NA,"Floridian"
"13720",1019563,1019563,462488,"Subspecies","Lestidiops jayakari jayakari","(Boulenger, 1889)",3,1,"Chordata","Paralepididae","Lestidiops","Lestidiops jayakari","Actinopteri","Aulopiformes",236452,NA,NA,NA,NA,"Floridian"
"13721",1019602,1019602,770445,"Species","Ganonema megagynum","(Børgesen) Huisman, 2002",1,1,"Rhodophyta","Liagoraceae","Ganonema","Ganonema megagynum","Florideophyceae","Nemaliales",416983,NA,NA,NA,NA,"Floridian"
"13722",1019603,1019603,1019604,"Species","Titanophycus validus","(Harvey) Huisman, G.W.Saunders & A.R.Sherwood, 2006",1,1,"Rhodophyta","Liagoraceae","Titanophycus","Titanophycus validus","Florideophyceae","Nemaliales",526681,NA,NA,NA,NA,"Floridian"
"13723",1019609,1019609,435578,"Species","Disporella buski","(Harmer, 1915)",1,1,"Bryozoa","Lichenoporidae","Disporella","Disporella buski","Stenolaemata","Cyclostomatida",470848,NA,NA,NA,NA,"Floridian"
"13724",1019622,1019622,775267,"Species","Heptanthura amyle","(Kensley & Schotte, 1987)",2,2,"Arthropoda","Expanathuridae","Heptanthura","Heptanthura amyle","Malacostraca","Isopoda",260609,NA,NA,NA,NA,"Floridian"
"13725",1019638,1019638,821079,"Species","Heliconoides inflatus","(d'Orbigny, 1834)",5,1,"Mollusca","Limacinidae","Heliconoides","Heliconoides inflatus","Gastropoda","Thecosomata",605965,NA,NA,NA,NA,"Floridian"
"13726",1019639,1019639,698302,"Species","Limatula regularis","Verrill & Bush, 1898",4,1,"Mollusca","Limidae","Limatula","Limatula regularis","Bivalvia","Limoida",505612,NA,NA,NA,NA,"Floridian"
"13727",1019640,1019640,698299,"Species","Limaria hyalina","(Verrill & Bush, 1898)",1,1,"Mollusca","Limidae","Limaria","Limaria hyalina","Bivalvia","Limoida",505506,NA,NA,NA,NA,"Floridian"
"13728",1019677,1019677,779872,"Species","Lirophora obliterata","(Dall, 1902)",4,1,"Mollusca","Veneridae","Lirophora","Lirophora obliterata","Bivalvia","Veneroida",507762,NA,NA,NA,NA,"Floridian"
"13729",1019733,784250,744749,"Species","Doryteuthis pleii","(Blainville, 1823)",27,1,"Mollusca","Loliginidae","Doryteuthis","Doryteuthis pleii","Cephalopoda","Myopsida",574543,NA,NA,NA,NA,"Floridian"
"13730",1019792,1019792,750452,"Species","Lyngbya aestuarii","Liebman ex Gomont, 1892",1,1,"Cyanobacteria","Oscillatoriaceae","Lyngbya","Lyngbya aestuarii","Cyanophyceae","Oscillatoriales",157084,NA,NA,NA,NA,"Floridian"
"13731",1019795,1019795,750452,"Species","Lyngbya semiplena","J.Agardh ex Gomont, 1892",4,1,"Cyanobacteria","Oscillatoriaceae","Lyngbya","Lyngbya semiplena","Cyanophyceae","Oscillatoriales",608250,NA,NA,NA,NA,"Floridian"
"13732",1019821,1019821,817678,"Species","Psammotreta brevifrons","(Say, 1834)",21,3,"Mollusca","Tellinidae","Psammotreta","Psammotreta brevifrons","Bivalvia","Cardiida",606748,NA,NA,NA,NA,"Floridian"
"13733",1019890,1019890,1019891,"Species","Clessidra tinkerensis","(Kunkel, 1910)",2,2,"Arthropoda","Maeridae","Clessidra","Clessidra tinkerensis","Malacostraca","Amphipoda",475168,NA,NA,NA,NA,"Floridian"
"13734",1019893,1019893,1019894,"Species","Ruffomaera williamsi","(Bynum & Fox, 1977)",1,1,"Arthropoda","Maeridae","Ruffomaera","Ruffomaera williamsi","Malacostraca","Amphipoda",535540,NA,NA,NA,NA,"Floridian"
"13735",1019896,1019896,817091,"Species","Kajikia albida","(Poey, 1860)",60,3,"Chordata","Istiophoridae","Kajikia","Kajikia albida","Actinopteri","Perciformes",712906,TRUE,"VU",NA,NA,"Floridian"
"13736",1019900,1019900,1019901,"Species","Indanthura caribbica","(Paul & Menzies, 1971)",2,2,"Arthropoda","Anthuridae","Indanthura","Indanthura caribbica","Malacostraca","Isopoda",260807,NA,NA,NA,NA,"Floridian"
"13737",1019917,1019917,775580,"Species","Cnemidaster sigsbeei","(Perrier, 1884)",1,1,"Echinodermata","Zoroasteridae","Cnemidaster","Cnemidaster sigsbeei","Asteroidea","Forcipulatida",254771,NA,NA,NA,NA,"Floridian"
"13738",1019920,1019920,1014873,"Species","Vasula deltoidea","(Lamarck, 1822)",2,1,"Mollusca","Muricidae","Vasula","Vasula deltoidea","Gastropoda","Neogastropoda",714225,NA,NA,NA,NA,"Floridian"
"13739",1019956,1019956,664046,"Species","Quinqueloculina inaequalis","(Cushman, 1921)",3,1,"Foraminifera","Hauerinidae","Quinqueloculina","Quinqueloculina inaequalis","Tubothalamea","Miliolida",723296,NA,NA,NA,NA,"Floridian"
"13740",1019983,1019983,441588,"Species","Eulima atypha","Verrill & Bush, 1900",5,1,"Mollusca","Eulimidae","Eulima","Eulima atypha","Gastropoda","Littorinimorpha",565716,NA,NA,NA,NA,"Floridian"
"13741",1019988,1019988,698597,"Species","Melanella eburnea","(Megerle von Mühlfeld, 1824)",57,3,"Mollusca","Eulimidae","Melanella","Melanella eburnea","Gastropoda","Littorinimorpha",537003,NA,NA,NA,NA,"Floridian"
"13742",1020009,1020009,785821,"Species","Magelona spinifera","(Hernandez-Alcantara & Solis-Weiss, 2000)",1,1,"Annelida","Magelonidae","Magelona","Magelona spinifera","Polychaeta","Spionida",578016,NA,NA,NA,NA,"Floridian"
"13743",1020013,1043318,1014606,"Species","Tellina (Merisca) aequistriata","Say, 1824",4,1,"Mollusca","Tellinidae","Tellina","Tellina (Merisca) aequistriata","Bivalvia","Cardiida",594079,NA,NA,NA,NA,"Floridian"
"13744",1020023,1020023,470040,"Subspecies","Mesochra pygmaea pygmaea","(Claus, 1863)",2,1,"Arthropoda","Canthocamptidae","Mesochra","Mesochra pygmaea",NA,"Harpacticoida",730681,NA,NA,NA,NA,"Floridian"
"13745",1020029,1020029,436207,"Species","Dorylaimopsis pellucidum","(Cobb, 1920)",1,1,"Nematoda","Comesomatidae","Dorylaimopsis","Dorylaimopsis pellucidum","Chromadorea","Araeolaimida",229080,NA,NA,NA,NA,"Floridian"
"13746",1020033,1020033,778771,"Species","Spongoclonium caribaeum","(Børgesen) M.J.Wynne, 2005",1,1,"Rhodophyta","Wrangeliaceae","Spongoclonium","Spongoclonium caribaeum","Florideophyceae","Ceramiales",526670,NA,NA,NA,NA,"Floridian"
"13747",1020040,1020040,849022,"Species","Siphoderina brotulae","Manter, 1934",5,1,"Platyhelminthes","Cryptogonimidae","Siphoderina","Siphoderina brotulae","Trematoda","Plagiorchiida",723761,NA,NA,NA,NA,"Floridian"
"13748",1020041,1020041,1020042,"Species","Stegopa globosa","Linton, 1910",5,1,"Platyhelminthes","Cryptogonimidae","Stegopa","Stegopa globosa","Trematoda","Plagiorchiida",723763,NA,NA,NA,NA,"Floridian"
"13749",1020047,1020047,1020048,"Species","Boreosignum wilsoni","(Hooker, 1985)",1,1,"Arthropoda","Paramunnidae","Boreosignum","Boreosignum wilsoni","Malacostraca","Isopoda",411059,NA,NA,NA,NA,"Floridian"
"13750",1020050,1020050,470612,"Species","Metaxia metaxa","(Delle Chiaje, 1828)",1,1,"Mollusca","Triphoridae","Metaxia","Metaxia metaxa","Gastropoda","Caenogastropoda incertae sedis",419910,NA,NA,NA,NA,"Floridian"
"13751",1020068,1020068,439304,"Species","Ephydatia robusta","(Potts, 1888)",2,1,"Porifera","Spongillidae","Ephydatia","Ephydatia robusta","Demospongiae","Spongillida",167153,NA,NA,NA,NA,"Floridian"
"13752",1020088,1020088,751746,"Subspecies","Microcyclops varicans varicans","(Sars G.O., 1863)",1,1,"Arthropoda","Cyclopidae","Microcyclops","Microcyclops varicans",NA,"Cyclopoida",731376,NA,NA,NA,NA,"Floridian"
"13753",1020102,1020102,414626,"Species","Caligus lobodes","(Wilson C.B., 1911)",3,1,"Arthropoda","Caligidae","Caligus","Caligus lobodes",NA,"Siphonostomatoida",364127,NA,NA,NA,NA,"Floridian"
"13754",1020105,1020105,768137,"Species","Cycloforina sidebottomi","(Rasheed, 1971)",3,1,"Foraminifera","Hauerinidae","Cycloforina","Cycloforina sidebottomi","Tubothalamea","Miliolida",719511,NA,NA,NA,NA,"Floridian"
"13755",1020119,1020119,644888,"Species","Mithrax aculeatus","(Herbst, 1790)",1,1,"Arthropoda",NA,"Mithrax","Mithrax aculeatus","Malacostraca","Decapoda",442119,NA,NA,NA,NA,"Floridian"
"13756",1020165,1020165,760453,"Species","Subcancilla straminea","(A. Adams, 1853)",4,1,"Mollusca","Mitridae","Subcancilla","Subcancilla straminea","Gastropoda","Neogastropoda",714627,NA,NA,NA,NA,"Floridian"
"13757",1020187,1020187,1020188,"Species","Euthymonacha polita","(Chapman, 1900)",3,1,"Foraminifera","Peneroplidae","Euthymonacha","Euthymonacha polita","Tubothalamea","Miliolida",503195,NA,NA,NA,NA,"Floridian"
"13758",1020232,1020232,481403,"Species","Onykia aequatorialis","(Thiele, 1920)",2,1,"Mollusca","Onychoteuthidae","Onykia","Onykia aequatorialis","Cephalopoda","Oegopsida",548890,TRUE,"DD",NA,NA,"Floridian"
"13759",1020243,1020243,473216,"Species","Morula nodulosa","(C. B. Adams, 1845)",3,1,"Mollusca","Muricidae","Morula","Morula nodulosa","Gastropoda","Neogastropoda",745620,NA,NA,NA,NA,"Floridian"
"13760",1020252,1020252,1020253,"Species","Multitestoides chaetodoni","(Manter, 1947)",5,1,"Platyhelminthes","Lepocreadiidae","Multitestoides","Multitestoides chaetodoni","Trematoda","Plagiorchiida",727430,NA,NA,NA,NA,"Floridian"
"13761",1020281,1020281,443442,"Species","Favartia glypta","(M. Smith, 1938)",5,3,"Mollusca","Muricidae","Favartia","Favartia glypta","Gastropoda","Neogastropoda",724683,NA,NA,NA,NA,"Floridian"
"13762",1020282,1020282,443442,"Species","Favartia hidalgoi","(Crosse, 1869)",7,3,"Mollusca","Muricidae","Favartia","Favartia hidalgoi","Gastropoda","Neogastropoda",738312,NA,NA,NA,NA,"Floridian"
"13763",1020289,1020289,779299,"Species","Vokesimurex recurvirostris","(Broderip, 1833)",4,3,"Mollusca","Muricidae","Vokesimurex","Vokesimurex recurvirostris","Gastropoda","Neogastropoda",405226,NA,NA,NA,NA,"Floridian"
"13764",1020293,1020293,443442,"Species","Favartia kalafuti","(Petuch, 1987)",2,1,"Mollusca","Muricidae","Favartia","Favartia kalafuti","Gastropoda","Neogastropoda",737625,NA,NA,NA,NA,"Floridian"
"13765",1020294,1020294,443442,"Species","Favartia macgintyi","(M. Smith, 1938)",3,1,"Mollusca","Muricidae","Favartia","Favartia macgintyi","Gastropoda","Neogastropoda",730482,NA,NA,NA,NA,"Floridian"
"13766",1020296,1020296,443442,"Species","Favartia taylorae","(Petuch, 1987)",3,3,"Mollusca","Muricidae","Favartia","Favartia taylorae","Gastropoda","Neogastropoda",723838,NA,NA,NA,NA,"Floridian"
"13767",1020317,1020317,772054,"Species","Mycale (Zygomycale) angulosa","(Duchassaing & Michelotti, 1864)",3,2,"Porifera","Mycalidae","Mycale","Mycale (Zygomycale) angulosa","Demospongiae","Poecilosclerida",168698,NA,NA,NA,NA,"Floridian"
"13768",1020336,1020336,772053,"Species","Mycale (Mycale) laevis","(Carter, 1882)",15,2,"Porifera","Mycalidae","Mycale","Mycale (Mycale) laevis","Demospongiae","Poecilosclerida",168638,NA,NA,NA,NA,"Floridian"
"13769",1020343,1020343,772053,"Species","Mycale (Mycale) massa","(Schmidt, 1862)",2,1,"Porifera","Mycalidae","Mycale","Mycale (Mycale) massa","Demospongiae","Poecilosclerida",168647,NA,NA,NA,NA,"Floridian"
"13770",1020360,1020360,1014269,"Species","Mycale (Anomomycale) titubans","(Schmidt, 1870)",2,2,"Porifera","Mycalidae","Mycale","Mycale (Anomomycale) titubans","Demospongiae","Poecilosclerida",168552,NA,NA,NA,NA,"Floridian"
"13771",1020382,1020382,1020383,"Species","Jorgenia compressa","(Dall, 1881)",2,1,"Mollusca","Lucinidae","Jorgenia","Jorgenia compressa","Bivalvia","Lucinoida",464171,NA,NA,NA,NA,"Floridian"
"13772",1020384,1020384,1020385,"Species","Myrtina pristiphora","(Dall & Simpson, 1901)",9,3,"Mollusca","Lucinidae","Myrtina","Myrtina pristiphora","Bivalvia","Lucinoida",605806,NA,NA,NA,NA,"Floridian"
"13773",1020386,1020386,778093,"Species","Kurtiella tumida","(Carpenter, 1864)",1,1,"Mollusca","Montacutidae","Kurtiella","Kurtiella tumida","Bivalvia",NA,606421,NA,NA,NA,NA,"Floridian"
"13774",1020446,1020446,778805,"Species","Notocochlis guesti","(Harasewych & Jensen, 1984)",2,1,"Mollusca","Naticidae","Notocochlis","Notocochlis guesti","Gastropoda","Littorinimorpha",597303,NA,NA,NA,NA,"Floridian"
"13775",1020550,1020550,466286,"Species","Lysidice hebes","(Verrill, 1900)",835,6,"Annelida","Eunicidae","Lysidice","Lysidice hebes","Polychaeta","Eunicida",742228,NA,NA,NA,NA,"Floridian"
"13776",1020552,1020552,466286,"Species","Lysidice unicornis","(Grube, 1840)",6,2,"Annelida","Eunicidae","Lysidice","Lysidice unicornis","Polychaeta","Eunicida",742232,NA,NA,NA,NA,"Floridian"
"13777",1020584,1020584,856188,"Species","Rotorbis auberii","(d'Orbigny, 1839)",4,1,"Foraminifera","Discorbidae","Rotorbis","Rotorbis auberii","Globothalamea","Rotaliida",527031,NA,NA,NA,NA,"Floridian"
"13778",1020594,1020594,510295,"Species","Simnia bijuri","(Cate, 1976)",1,1,"Mollusca","Ovulidae","Simnia","Simnia bijuri","Gastropoda","Littorinimorpha",478415,NA,NA,NA,NA,"Floridian"
"13779",1020603,1020603,792738,"Species","Siphouvigerina ampullacea","(Brady, 1884)",2,1,"Foraminifera","Uvigerinidae","Siphouvigerina","Siphouvigerina ampullacea","Globothalamea","Rotaliida",580066,NA,NA,NA,NA,"Floridian"
"13780",1020633,1020633,679652,"Species","Scolelepis (Parascolelepis) gilchristi","(Day, 1961)",1,1,"Annelida","Spionidae","Scolelepis","Scolelepis (Parascolelepis) gilchristi","Polychaeta","Spionida",596997,NA,NA,NA,NA,"Floridian"
"13781",1020635,1020635,679652,"Species","Scolelepis (Parascolelepis) tridentata","(Southern, 1914)",3,1,"Annelida","Spionidae","Scolelepis","Scolelepis (Parascolelepis) tridentata","Polychaeta","Spionida",157561,NA,NA,NA,NA,"Floridian"
"13782",1020647,1020647,775948,"Species","Netocertoides brachiatum","Mayer, 1900",1,1,"Cnidaria","Melicertidae","Netocertoides","Netocertoides brachiatum","Hydrozoa","Leptothecata",290469,NA,NA,NA,NA,"Floridian"
"13783",1020660,1020660,549320,"Subspecies","Nitokra reducta reducta","Schäfer, 1936",2,1,"Arthropoda","Ameiridae","Nitokra","Nitokra reducta",NA,"Harpacticoida",116835,NA,NA,NA,NA,"Floridian"
"13784",1020693,1020693,827982,"Species","Pyramidulina catesbyi","(d'Orbigny, 1839)",2,1,"Foraminifera","Nodosariidae","Pyramidulina","Pyramidulina catesbyi","Foraminifera incertae sedis","Lagenida",490018,NA,NA,NA,NA,"Floridian"
"13785",1020694,1020694,1020695,"Species","Anastomosa lamellata","(Cushman & Stainforth, 1945)",2,1,"Foraminifera","Chrysalogoniidae","Anastomosa","Anastomosa lamellata","Foraminifera incertae sedis","Lagenida",711551,NA,NA,NA,NA,"Floridian"
"13786",1020707,1020707,636413,"Species","Kinbergonuphis atlantisa","(Hartman, 1965)",26,1,"Annelida","Onuphidae","Kinbergonuphis","Kinbergonuphis atlantisa","Polychaeta","Eunicida",333689,NA,NA,NA,NA,"Floridian"
"13787",1020709,1020709,636413,"Species","Kinbergonuphis gorgonensis","(Monro, 1933)",1,1,"Annelida","Onuphidae","Kinbergonuphis","Kinbergonuphis gorgonensis","Polychaeta","Eunicida",333697,NA,NA,NA,NA,"Floridian"
"13788",1020722,1020722,1020723,"Species","Notophyllum (Hesperophyllum) tectum","(Chamberlin, 1919)",3,1,"Annelida","Phyllodocidae","Notophyllum","Notophyllum (Hesperophyllum) tectum","Polychaeta","Phyllodocida",334243,NA,NA,NA,NA,"Floridian"
"13789",1020737,1020737,502260,"Species","Questa trifurcata","(Hobson, 1970)",1,1,"Annelida","Orbiniidae","Questa","Questa trifurcata","Polychaeta",NA,595341,NA,NA,NA,NA,"Floridian"
"13790",1020746,1020746,623775,"Species","Ennucula pernambucensis","(E. A. Smith, 1885)",2,1,"Mollusca","Nuculidae","Ennucula","Ennucula pernambucensis","Bivalvia","Nuculida",506597,NA,NA,NA,NA,"Floridian"
"13791",1020789,1020789,835623,"Species","Paroctopus digueti","(Perrier & Rochebrune, 1894)",1,1,"Mollusca","Octopodidae","Paroctopus","Paroctopus digueti","Cephalopoda","Octopoda",534130,NA,NA,NA,NA,"Floridian"
"13792",1020819,1020819,422306,"Species","Chrysallida dux","(Dall & Bartsch, 1906)",2,1,"Mollusca","Pyramidellidae","Chrysallida","Chrysallida dux","Gastropoda","Heterobranchia incertae sedis",739904,NA,NA,NA,NA,"Floridian"
"13793",1020837,1020837,1020838,"Species","Dioithona oculata","(Farran, 1913)",3,1,"Arthropoda","Oithonidae","Dioithona","Dioithona oculata",NA,"Cyclopoida",346358,NA,NA,NA,NA,"Floridian"
"13794",1020870,1020870,636413,"Species","Kinbergonuphis microcephala","(Hartman, 1944)",49,1,"Annelida","Onuphidae","Kinbergonuphis","Kinbergonuphis microcephala","Polychaeta","Eunicida",333702,NA,NA,NA,NA,"Floridian"
"13795",1020879,1020879,1020878,"Species","Eucorys bartschi","(Rehder, 1943)",3,2,"Mollusca","Cassidae","Eucorys","Eucorys bartschi","Gastropoda","Littorinimorpha",555171,NA,NA,NA,NA,"Floridian"
"13796",1020887,1020887,1020888,"Species","Prodistomum gracile","Linton, 1910",5,1,"Platyhelminthes","Lepocreadiidae","Prodistomum","Prodistomum gracile","Trematoda","Plagiorchiida",715620,NA,NA,NA,NA,"Floridian"
"13797",1020890,1020890,1018792,"Species","Neolebouria antarctica","(Szidat & Graefe, 1967)",5,1,"Platyhelminthes","Opecoelidae","Neolebouria","Neolebouria antarctica","Trematoda","Plagiorchiida",344879,NA,NA,NA,NA,"Floridian"
"13798",1020914,1020914,774831,"Species","Ophiostriatus atlanticus","(Mortensen, 1933)",2,2,"Echinodermata","Ophiuridae","Ophiostriatus","Ophiostriatus atlanticus","Ophiuroidea","Ophiurida",244074,NA,NA,NA,NA,"Floridian"
"13799",1020922,1020922,481951,"Species","Ophiocreas spinulosus","Lyman, 1883",1,1,"Echinodermata","Asteroschematidae","Ophiocreas","Ophiocreas spinulosus","Ophiuroidea","Euryalida",243604,NA,NA,NA,NA,"Floridian"
"13800",1020930,1020930,1014555,"Species","Oxydromus agilis","(Ehlers, 1864)",33,3,"Annelida","Hesionidae","Oxydromus","Oxydromus agilis","Polychaeta","Phyllodocida",710683,NA,NA,NA,NA,"Floridian"
"13801",1020932,1020932,1014555,"Species","Oxydromus guanicus","(Hoagland, 1919)",1,1,"Annelida","Hesionidae","Oxydromus","Oxydromus guanicus","Polychaeta","Phyllodocida",710693,NA,NA,NA,NA,"Floridian"
"13802",1020933,1020933,1014555,"Species","Oxydromus mutilatus","(Treadwell, 1901)",5,1,"Annelida","Hesionidae","Oxydromus","Oxydromus mutilatus","Polychaeta","Phyllodocida",710700,NA,NA,NA,NA,"Floridian"
"13803",1020934,1020934,1014555,"Species","Oxydromus obscurus","(Verrill, 1873)",222,6,"Annelida","Hesionidae","Oxydromus","Oxydromus obscurus","Polychaeta","Phyllodocida",710702,NA,NA,NA,NA,"Floridian"
"13804",1020935,1020935,1014555,"Species","Oxydromus pallidus","Claparède, 1864",13,1,"Annelida","Hesionidae","Oxydromus","Oxydromus pallidus","Polychaeta","Phyllodocida",340203,NA,NA,NA,NA,"Floridian"
"13805",1020966,829908,699352,"Species","Ophiophragmus wurdemani","(Lyman, 1860)",23,2,"Echinodermata","Amphiuridae","Ophiophragmus","Ophiophragmus wurdemani","Ophiuroidea","Ophiurida",243937,NA,NA,NA,NA,"Floridian"
"13806",1020974,1020974,482358,"Species","Ophiothamnus affinis","Ljungman, 1872",2,2,"Echinodermata","Ophiacanthidae","Ophiothamnus","Ophiothamnus affinis","Ophiuroidea","Ophiurida",125050,NA,NA,NA,NA,"Floridian"
"13807",1021105,1021105,401171,"Species","Amphimedon mollis","(Wilson, 1902)",1,1,"Porifera","Niphatidae","Amphimedon","Amphimedon mollis","Demospongiae","Haplosclerida",166683,NA,NA,NA,NA,"Floridian"
"13808",1021110,1021110,833743,"Species","Areopaguristes hummi","(Wass, 1955)",40,4,"Arthropoda","Diogenidae","Areopaguristes","Areopaguristes hummi","Malacostraca","Decapoda",520653,NA,NA,NA,NA,"Floridian"
"13809",1021111,1021111,778576,"Species","Pseudopaguristes invisisacculus","(McLaughlin & Provenzano, 1974)",1,1,"Arthropoda","Diogenidae","Pseudopaguristes","Pseudopaguristes invisisacculus","Malacostraca","Decapoda",368353,NA,NA,NA,NA,"Floridian"
"13810",1021180,1021180,849022,"Species","Siphoderina americana","(Manter, 1940) Miller & Cribb, 2008",5,1,"Platyhelminthes","Cryptogonimidae","Siphoderina","Siphoderina americana","Trematoda","Plagiorchiida",727813,NA,NA,NA,NA,"Floridian"
"13811",1021199,1021199,777853,"Species","Lanicola garciagomezi","(Londoño-Mesa, 2006)",1,1,"Annelida","Terebellidae","Lanicola","Lanicola garciagomezi","Polychaeta","Terebellida",714800,NA,NA,NA,NA,"Floridian"
"13812",1021200,1021200,775041,"Species","Parafilitanais mexicanus","Larsen, 2002",2,1,"Arthropoda","Paratanaoidea incertae sedis","Parafilitanais","Parafilitanais mexicanus","Malacostraca","Tanaidacea",478728,NA,NA,NA,NA,"Floridian"
"13813",1021202,1021202,793484,"Species","Gymnophallus kinsellai","(Ching, 1995)",1,1,"Platyhelminthes","Gymnophallidae","Gymnophallus","Gymnophallus kinsellai","Trematoda","Plagiorchiida",726097,NA,NA,NA,NA,"Floridian"
"13814",1021245,1021245,1021246,"Species","Kirsteueriella biocellata","Coe, 1944",1,1,"Nemertea","Emplectonematidae","Kirsteueriella","Kirsteueriella biocellata","Enopla","Monostilifera",162257,NA,NA,NA,NA,"Floridian"
"13815",1021256,1021256,462936,"Species","Levinsenia uncinata","(Hartman, 1965)",2,2,"Annelida","Paraonidae","Levinsenia","Levinsenia uncinata","Polychaeta",NA,703701,NA,NA,NA,NA,"Floridian"
"13816",1021286,1021286,487233,"Species","Paraprionospio alata","(Moore, 1923)",2,1,"Annelida","Spionidae","Paraprionospio","Paraprionospio alata","Polychaeta","Spionida",334390,NA,NA,NA,NA,"Floridian"
"13817",1021287,1021287,794168,"Species","Genolopa brevicaecum","(Manter, 1942) Manter & Pritchard, 1961",5,1,"Platyhelminthes","Monorchiidae","Genolopa","Genolopa brevicaecum","Trematoda","Plagiorchiida",727575,NA,NA,NA,NA,"Floridian"
"13818",1021296,1021296,507179,"Species","Schizaster doederleini","(Chesher, 1972)",4,2,"Echinodermata","Schizasteridae","Schizaster","Schizaster doederleini","Echinoidea","Spatangoida",566966,NA,NA,NA,NA,"Floridian"
"13819",1021297,1021297,507179,"Species","Schizaster floridiensis","(Kier & Grant, 1965)",1,1,"Echinodermata","Schizasteridae","Schizaster","Schizaster floridiensis","Echinoidea","Spatangoida",513060,NA,NA,NA,NA,"Floridian"
"13820",1021348,1021348,1021349,"Species","Clathrolucina costata","(d'Orbigny, 1846)",19,3,"Mollusca","Lucinidae","Clathrolucina","Clathrolucina costata","Bivalvia","Lucinoida",747384,NA,NA,NA,NA,"Floridian"
"13821",1021350,1021350,631779,"Species","Haplocochlias calidimaris","(Pilsbry & McGinty, 1945)",2,1,"Mollusca","Skeneidae","Haplocochlias","Haplocochlias calidimaris","Gastropoda",NA,737560,NA,NA,NA,NA,"Floridian"
"13822",1021351,1021351,631779,"Species","Haplocochlias francesae","(Pilsbry & McGinty, 1945)",1,1,"Mollusca","Skeneidae","Haplocochlias","Haplocochlias francesae","Gastropoda",NA,737568,NA,NA,NA,NA,"Floridian"
"13823",1021366,1021366,793679,"Species","Pavonina flabelliformis","d'Orbigny, 1826",4,1,"Foraminifera","Pavoninidae","Pavonina","Pavonina flabelliformis","Globothalamea","Rotaliida",480190,NA,NA,NA,NA,"Floridian"
"13824",1021393,1021393,520248,"Species","Topsentia profunditatis","(Schmidt, 1870)",2,2,"Porifera","Halichondriidae","Topsentia","Topsentia profunditatis","Demospongiae","Suberitida",165959,NA,NA,NA,NA,"Floridian"
"13825",1021411,1021411,489357,"Species","Peracle elata","(Seguenza, 1875)",2,1,"Mollusca","Peraclidae","Peracle","Peracle elata","Gastropoda","Thecosomata",606299,NA,NA,NA,NA,"Floridian"
"13826",1021447,844769,1013545,"Species","Periclimenes (Periclimenes) pedersoni","Chace, 1958",7,2,"Arthropoda","Palaemonidae","Periclimenes","Periclimenes (Periclimenes) pedersoni","Malacostraca","Decapoda",587810,NA,NA,NA,NA,"Floridian"
"13827",1021470,1021470,764732,"Species","Perissopus dentatus","Steenstrup & Lütken, 1861",1,1,"Arthropoda","Pandaridae","Perissopus","Perissopus dentatus",NA,"Siphonostomatoida",135983,NA,NA,NA,NA,"Floridian"
"13828",1021476,1021476,1021477,"Species","Sabellomma minuta","(Treadwell, 1941)",2,2,"Annelida","Sabellidae","Sabellomma","Sabellomma minuta","Polychaeta","Sabellida",512918,NA,NA,NA,NA,"Floridian"
"13829",1021518,1021518,772008,"Species","Petrosia (Petrosia) weinbergi","van Soest, 1980",2,1,"Porifera","Petrosiidae","Petrosia","Petrosia (Petrosia) weinbergi","Demospongiae","Haplosclerida",166867,NA,NA,NA,NA,"Floridian"
"13830",1021529,1021529,816173,"Species","Ascocotyle longa","Ransom, 1920",6,1,"Platyhelminthes","Heterophyidae","Ascocotyle","Ascocotyle longa","Trematoda","Plagiorchiida",746422,NA,NA,NA,NA,"Floridian"
"13831",1021554,1021554,805270,"Species","Peosidrilus hirsutus","(Erséus, 1986)",1,1,"Annelida","Tubificidae","Peosidrilus","Peosidrilus hirsutus","Clitellata","Haplotaxida",476037,NA,NA,NA,NA,"Floridian"
"13832",1021628,1021628,491480,"Species","Pholidoteuthis massyae","(Pfeffer, 1912)",2,1,"Mollusca","Pholidoteuthidae","Pholidoteuthis","Pholidoteuthis massyae","Cephalopoda","Oegopsida",410388,TRUE,"LC",NA,NA,"Floridian"
"13833",1021680,1021680,802950,"Species","Machaerus elata","(Boone, 1927)",3,2,"Arthropoda","Euryplacidae","Machaerus","Machaerus elata","Malacostraca","Decapoda",440931,NA,NA,NA,NA,"Floridian"
