"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","family","genus","species","class","order","redlist","status","hab","ecoregion"
"2120",837765,837765,403419,"Species","Antarcturus americanus","Beddard, 1886",NA,1,1,"Arthropoda","Antarcturidae","Antarcturus","Antarcturus americanus","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2121",837774,837774,400925,"Species","Amphianthus lacteus","(Mc Murrich, 1893)",283598,4,3,"Cnidaria","Hormathiidae","Amphianthus","Amphianthus lacteus","Anthozoa","Actiniaria",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2122",837790,837790,513282,"Species","Stelletta vosmaeri","(Sollas, 1886)",170019,3,3,"Porifera","Ancorinidae","Stelletta","Stelletta vosmaeri","Demospongiae","Tetractinellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2123",837795,837795,802633,"Species","Catadysis pygmaeum","Moyano, 1985",472336,1,1,"Bryozoa","Lekythoporidae","Catadysis","Catadysis pygmaeum","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2124",837814,837814,530819,"Species","Lepidopleurus culliereti","Rochebrune, 1899",532962,1,1,"Mollusca","Leptochitonidae","Lepidopleurus","Lepidopleurus culliereti","Polyplacophora","Lepidopleurida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2125",837820,837820,750142,"Species","Lithothamnion granuliferum","Foslie, 1905",373905,1,1,"Rhodophyta","Hapalidiaceae","Lithothamnion","Lithothamnion granuliferum","Florideophyceae","Corallinales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2126",837825,837825,510967,"Species","Smittina leptodentata","Hayward & Thorpe, 1990",470507,1,1,"Bryozoa","Smittinidae","Smittina","Smittina leptodentata","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2127",837848,837848,470740,"Species","Metridium lobatum",NA,NA,14,2,"Cnidaria","Metridiidae","Metridium","Metridium lobatum","Anthozoa","Actiniaria",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2128",837873,837873,395604,"Species","Abyssoninoe abyssorum","(McIntosh, 1885)",130222,1,1,"Annelida","Lumbrineridae","Abyssoninoe","Abyssoninoe abyssorum","Polychaeta","Eunicida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2129",837880,837880,772418,"Species","Errinopsis reticulum","Broch, 1951",287497,15,2,"Cnidaria","Stylasteridae","Errinopsis","Errinopsis reticulum","Hydrozoa","Anthoathecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2130",837886,837886,422804,"Species","Cirolana albinota","Vanhöffen, 1914",NA,1,1,"Arthropoda","Cirolanidae","Cirolana","Cirolana albinota","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2131",837931,837931,479655,"Species","Nymphon multidens","Gordon, 1932",173458,4,1,"Arthropoda","Nymphonidae","Nymphon","Nymphon multidens","Pycnogonida","Pantopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2132",837948,837948,457202,"Species","Iophon tubiforme","Desqueyroux-Faúndez & van Soest, 1996",167427,8,2,"Porifera","Acarnidae","Iophon","Iophon tubiforme","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2133",837953,837953,775986,"Species","Parascyphus repens","(Jäderholm, 1904)",290679,1,1,"Cnidaria","Thyroscyphidae","Parascyphus","Parascyphus repens","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2134",837963,837963,835882,"Species","Austromegabalanus psittacus","(Molina, 1788)",535006,1,1,"Arthropoda","Balanidae","Austromegabalanus","Austromegabalanus psittacus",NA,"Sessilia",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2135",837986,837986,697799,"Species","Haliclona subglobosa","(Ridley & Dendy, 1886)",166475,2,2,"Porifera","Chalinidae","Haliclona","Haliclona subglobosa","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2136",837987,837987,503826,"Species","Rhizaxinella spiralis","(Ridley & Dendy, 1886)",170831,2,2,"Porifera","Suberitidae","Rhizaxinella","Rhizaxinella spiralis","Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2137",837992,837992,NA,NA,"Pseudodidmonea fissurata",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2138",838023,838023,761659,"Species","Tonicia disjuncta","(Frembly, 1827)",386330,2,1,"Mollusca","Chitonidae","Tonicia","Tonicia disjuncta","Polyplacophora","Chitonida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2139",838094,838094,NA,NA,"Pseudodidmonea gracilis",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2140",838096,838096,504937,"Species","Rossella dubia","(Schulze, 1886)",172092,2,2,"Porifera","Rossellidae","Rossella","Rossella dubia","Hexactinellida","Lyssacinosida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2141",838110,838110,474828,"Species","Mytilus platensis","d'Orbigny, 1842",506158,7,2,"Mollusca","Mytilidae","Mytilus","Mytilus platensis","Bivalvia","Mytiloida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2142",838113,838113,856496,"Species","Paraeuthria cerialis","Roch. Y Mabille",491213,1,1,"Mollusca","Buccinidae","Paraeuthria","Paraeuthria cerialis","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2143",838117,838117,NA,NA,"Janthopsis laevis","Menzies, 1942",255635,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2144",838129,838129,NA,NA,"Heteporella chilensis",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2145",838131,838131,774589,"Species","Zygochlamys patagonica","(King, 1832)",236717,58,2,"Mollusca","Pectinidae","Zygochlamys","Zygochlamys patagonica","Bivalvia","Pectinoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2146",838172,838172,418087,"Species","Celleporina lacrimula","Hayward, 1992",469563,1,1,"Bryozoa","Celleporidae","Celleporina","Celleporina lacrimula","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2147",838220,838220,NA,NA,"Neolanira magallanica",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2148",838239,838239,455866,"Species","Hymeniacidon fernandezi","Thiele, 1905",165893,4,2,"Porifera","Halichondriidae","Hymeniacidon","Hymeniacidon fernandezi","Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2149",838248,838248,738422,"Species","Anthomuricea argentea","Wright & Studer, 1889",289424,2,2,"Cnidaria","Plexauridae","Anthomuricea","Anthomuricea argentea","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2150",838271,838271,474154,"Species","Mycale diminuta","Sara, 1978",168578,6,3,"Porifera","Mycalidae","Mycale","Mycale diminuta","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2151",838280,838280,511021,"Species","Smittoidea pachydermata","Hayward & Thorpe, 1990",470577,1,1,"Bryozoa","Smittinidae","Smittoidea","Smittoidea pachydermata","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2152",838281,838281,639904,"Species","Lithophyllum subantarcticum","(Foslie) Foslie, 1907",374309,1,1,"Rhodophyta","Corallinaceae","Lithophyllum","Lithophyllum subantarcticum","Florideophyceae","Corallinales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2153",838311,838311,770355,"Species","Entocladia maculans","(A.D.Cotton) Papenfuss, 1964",373617,1,1,"Chlorophyta","Ulvellaceae","Entocladia","Entocladia maculans","Ulvophyceae","Ulvales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2154",838314,838314,697799,"Species","Haliclona gemina","Sarà, 1978",166384,6,3,"Porifera","Chalinidae","Haliclona","Haliclona gemina","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2155",838315,838315,769514,"Species","Austrodecus calcaricauda","Stock, 1957",173006,15,1,"Arthropoda","Austrodecidae","Austrodecus","Austrodecus calcaricauda","Pycnogonida","Pantopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2156",838324,838324,481620,"Species","Ophiactis vivipara","Studer, 1876",NA,1,1,"Echinodermata","Ophiactidae","Ophiactis","Ophiactis vivipara","Ophiuroidea","Ophiurida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2157",838335,838335,772031,"Species","Echinoclathria contexta","Sarà, 1978",167915,6,3,"Porifera","Microcionidae","Echinoclathria","Echinoclathria contexta","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2158",838337,838337,769447,"Species","Crambe amarilla","Esteves, Lôbo-Hajdu & Hajdu, 2007",254433,2,2,"Porifera","Crambeidae","Crambe","Crambe amarilla","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2159",838353,838353,455866,"Species","Hymeniacidon longistylus","Desqueyroux, 1972",165905,2,2,"Porifera","Halichondriidae","Hymeniacidon","Hymeniacidon longistylus","Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2160",838366,838366,697799,"Species","Haliclona ignobilis","(Thiele, 1905)",166391,2,2,"Porifera","Chalinidae","Haliclona","Haliclona ignobilis","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2161",838373,838373,639904,"Species","Lithophyllum falklandicum","(Foslie) Foslie",495026,1,1,"Rhodophyta","Corallinaceae","Lithophyllum","Lithophyllum falklandicum","Florideophyceae","Corallinales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2162",838379,838379,431733,"Species","Cytheropteron vermiculatum","Whatley, Chadwick, Coxill & Toy, 1988",391355,2,1,"Arthropoda","Cytheruridae","Cytheropteron","Cytheropteron vermiculatum","Ostracoda","Podocopida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2163",838391,838391,NA,NA,"Stenoseurus exaratus",NA,386014,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2164",838414,838414,777196,"Species","Eunicea palmata",NA,NA,2,2,"Cnidaria","Plexauridae","Eunicea","Eunicea palmata","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2165",838431,838431,420234,"Species","Chaperiopsis propinqua","Hayward & Thorpe, 1988",469652,1,1,"Bryozoa","Chaperiidae","Chaperiopsis","Chaperiopsis propinqua","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2166",838446,838446,465355,"Species","Lucinoma antarctica","(Philippi, 1855)",532999,2,1,"Mollusca","Lucinidae","Lucinoma","Lucinoma antarctica","Bivalvia","Lucinoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2167",838511,838511,673107,"Species","Terebellides bisetosa","Hartmann-Schröder, 1965",332502,1,1,"Annelida","Trichobranchidae","Terebellides","Terebellides bisetosa","Polychaeta","Terebellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2168",838517,838517,511021,"Species","Smittoidea bulbosa","Hayward & Thorpe, 1990",470575,1,1,"Bryozoa","Smittinidae","Smittoidea","Smittoidea bulbosa","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2169",838531,838531,697799,"Species","Haliclona texta","Sarà, 1978",166487,2,2,"Porifera","Chalinidae","Haliclona","Haliclona texta","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2170",838537,838537,773006,"Species","Xymenopsis subnodosus","(Gray, 1839)",399478,1,1,"Mollusca","Muricidae","Xymenopsis","Xymenopsis subnodosus","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2171",838548,838548,803318,"Species","Chondriovelum angustiloba",NA,471271,1,1,"Bryozoa","Onychocellidae","Chondriovelum","Chondriovelum angustiloba","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2172",838569,838569,418087,"Species","Celleporina patagonica",NA,NA,1,1,"Bryozoa","Celleporidae","Celleporina","Celleporina patagonica","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2173",838572,838572,540766,"Species","Edotea magallanica","Cunningham, 1871",NA,1,1,"Arthropoda","Idoteidae","Edotea","Edotea magallanica","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2174",838573,838573,485011,"Species","Pandora cistula","Gould, 1850",506834,3,2,"Mollusca","Pandoridae","Pandora","Pandora cistula","Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2175",838589,838589,503133,"Species","Reteporella magellensis","(Busk, 1884)",470181,1,1,"Bryozoa","Phidoloporidae","Reteporella","Reteporella magellensis","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2176",838602,838602,NA,NA,"Janthopsis acuticauda","Menzies, 1948",255635,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2177",838630,838630,614067,"Species","Clathromorphum obtectulum","(Foslie) Adey",376061,1,1,"Rhodophyta","Hapalidiaceae","Clathromorphum","Clathromorphum obtectulum","Florideophyceae","Corallinales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2178",838637,838637,773006,"Species","Xymenopsis buccineus","(Lamarck, 1816)",399476,4,2,"Mollusca","Muricidae","Xymenopsis","Xymenopsis buccineus","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2179",838666,838666,NA,NA,"Hemoiedema spectabilis","Ludwig, 1882",529508,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2180",838687,838687,540766,"Species","Edotea transversa","Menzies, 1942",NA,1,1,"Arthropoda","Idoteidae","Edotea","Edotea transversa","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2181",838720,838720,NA,NA,"Nothochthamalus scabrosus","Darwin, 1854",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2182",838747,838747,698261,"Species","Leptogorgia arbuscula","(Philippi, 1866)",286212,2,2,"Cnidaria","Gorgoniidae","Leptogorgia","Leptogorgia arbuscula","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2183",838757,838757,523262,"Species","Typhlodaphne filostriata","(Strebel, 1905)",435170,1,1,"Mollusca","Borsoniidae","Typhlodaphne","Typhlodaphne filostriata","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2184",838766,838766,492174,"Subspecies","Phylo felix heterosetosa","Hartmann-Schröder, 1965",335604,1,1,"Annelida","Orbiniidae","Phylo","Phylo felix","Polychaeta",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2185",838768,838768,476121,"Species","Neastacilla magellanica","(Ohlin, 1901)",261431,1,1,"Arthropoda","Arcturidae","Neastacilla","Neastacilla magellanica","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2186",838769,838769,697799,"Species","Haliclona spinosella","(Thiele, 1905)",166467,2,2,"Porifera","Chalinidae","Haliclona","Haliclona spinosella","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2187",838774,838774,540766,"Species","Edotea dalhi","Menzies, 1942",NA,1,1,"Arthropoda","Idoteidae","Edotea","Edotea dalhi","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2188",838786,838786,443161,"Species","Exosphaeroma lanceolata","(White, 1847)",NA,2,2,"Arthropoda","Sphaeromatidae","Exosphaeroma","Exosphaeroma lanceolata","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2189",838794,838794,500521,"Species","Pseudosuberites sulcatus","(Thiele, 1905)",170813,2,2,"Porifera","Suberitidae","Pseudosuberites","Pseudosuberites sulcatus","Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2190",838803,838803,598208,"Species","Agladrillia fueguensis","Smith, 1888",432599,1,1,"Mollusca","Drilliidae","Agladrillia","Agladrillia fueguensis","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2191",838815,838815,401171,"Species","Amphimedon reticulosa","(Thiele, 1905)",166688,2,2,"Porifera","Niphatidae","Amphimedon","Amphimedon reticulosa","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2192",838840,838840,401171,"Species","Amphimedon decurtata","(Sarà, 1978)",166669,6,2,"Porifera","Niphatidae","Amphimedon","Amphimedon decurtata","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2193",838849,838849,477861,"Subspecies","Nereis pelagica lunulata","Ehlers, 1901",173726,1,1,"Annelida","Nereididae","Nereis","Nereis pelagica","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2194",838858,838858,436799,"Species","Dynamenella acuticauda","Menzies, 1962",256991,1,1,"Arthropoda","Sphaeromatidae","Dynamenella","Dynamenella acuticauda","Malacostraca","Isopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2195",838879,838879,510641,"Species","Siphonochalina fortis","Ridley, 1881",193459,2,2,"Porifera","Callyspongiidae","Siphonochalina","Siphonochalina fortis","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2196",838892,838892,772563,"Species","Falklandia ephippiata","(Skogsberg, 1928)",391279,1,1,"Arthropoda","Hemicytheridae","Falklandia","Falklandia ephippiata","Ostracoda","Podocopida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2197",838906,838906,793536,"Species","Libidoclaea smithi","Miers, 1866",441592,1,1,"Arthropoda","Epialtidae","Libidoclaea","Libidoclaea smithi","Malacostraca","Decapoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2198",838966,838966,697799,"Species","Haliclona verrucosa","(Thiele, 1905)",166499,2,2,"Porifera","Chalinidae","Haliclona","Haliclona verrucosa","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2199",838973,838973,515723,"Species","Symplectoscyphus milneanus","(D'Orbigny, 1842)",285678,4,1,"Cnidaria","Sertulariidae","Symplectoscyphus","Symplectoscyphus milneanus","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2200",839006,839006,513350,"Species","Stelodoryx cribrigera","(Ridley & Dendy, 1886)",169509,2,2,"Porifera","Myxillidae","Stelodoryx","Stelodoryx cribrigera","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2201",839017,839017,697799,"Species","Haliclona borzatii","Sara, 1978",166510,4,3,"Porifera","Chalinidae","Haliclona","Haliclona borzatii","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2202",839037,839037,802068,"Subspecies","Isodictya kerguelenensis simillima","Hentschel, 1914",NA,1,1,"Porifera","Isodictyidae","Isodictya","Isodictya kerguelenensis","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2203",839066,839066,628699,"Species","Geodia magellani","(Sollas, 1886)",170142,7,3,"Porifera","Geodiidae","Geodia","Geodia magellani","Demospongiae","Tetractinellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2204",839091,839091,769520,"Species","Pallenopsis boehmi","Schimkewitsch, 1930",239565,1,1,"Arthropoda","Pallenopsidae","Pallenopsis","Pallenopsis boehmi","Pycnogonida","Pantopoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2205",839103,839103,405267,"Species","Arachnopusia discors","Hayward & Thorpe, 1988",471082,1,1,"Bryozoa","Arachnopusiidae","Arachnopusia","Arachnopusia discors","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2206",839117,839117,778071,"Species","Rhabdus perceptum","(Rochebrune & Mabille, 1889)",344595,1,1,"Mollusca","Rhabdidae","Rhabdus","Rhabdus perceptum","Scaphopoda","Dentaliida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2207",839208,839208,772383,"Species","Hippadenella rouzaudi","(Calvet, 1904)",471293,1,1,"Bryozoa","Buffonellodidae","Hippadenella","Hippadenella rouzaudi","Gymnolaemata","Cheilostomatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2208",839224,839224,697799,"Species","Haliclona delicata","Sara, 1978",196365,8,3,"Porifera","Chalinidae","Haliclona","Haliclona delicata","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2209",839246,839246,473963,"Species","Muriceides obtusa","(Wright & Studer, 1889)",286366,2,2,"Cnidaria","Plexauridae","Muriceides","Muriceides obtusa","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2210",839292,839292,755693,"Species","Phragmatopoma virgini","Kinberg, 1866",330551,2,1,"Annelida","Sabellariidae","Phragmatopoma","Phragmatopoma virgini","Polychaeta","Sabellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2211",839321,839321,639904,"Species","Lithophyllum rugosum","(Foslie) Me.Lemoine, 1913",547486,1,1,"Rhodophyta","Corallinaceae","Lithophyllum","Lithophyllum rugosum","Florideophyceae","Corallinales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2212",839345,839345,699548,"Species","Paramuricea laxa","Wright & Studer, 1889",286381,2,2,"Cnidaria","Plexauridae","Paramuricea","Paramuricea laxa","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2213",839384,839384,NA,NA,"Ximenopsis muriciformis",NA,399477,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2214",839512,839512,519520,"Species","Thyasira debilis","(Thiele, 1912)",547518,2,1,"Mollusca","Thyasiridae","Thyasira","Thyasira debilis","Bivalvia","Lucinoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2215",839798,839798,527850,"Species","Haliclona (Halichoclona) conica","(Thiele, 1905)",196360,2,2,"Porifera","Chalinidae","Haliclona","Haliclona (Halichoclona) conica","Demospongiae","Haplosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2216",839855,839855,527305,"Species","Clathria (Clathria) papillosa","Thiele, 1905",167556,6,2,"Porifera","Microcionidae","Clathria","Clathria (Clathria) papillosa","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2217",839885,839885,527305,"Species","Clathria (Clathria) lipochela","Burton, 1932",167538,4,2,"Porifera","Microcionidae","Clathria","Clathria (Clathria) lipochela","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2218",839920,839920,772053,"Species","Mycale (Mycale) doellojuradoi","Burton, 1940",168629,4,3,"Porifera","Mycalidae","Mycale","Mycale (Mycale) doellojuradoi","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2219",839921,839921,772074,"Species","Tedania (Tedaniopsis) tenuicapitata","Ridley, 1881",169601,9,3,"Porifera","Tedaniidae","Tedania","Tedania (Tedaniopsis) tenuicapitata","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2220",839928,839928,772994,"Species","Propeleda louiseae","(A. H. Clarke, 1961)",506441,1,1,"Mollusca","Nuculanidae","Propeleda","Propeleda louiseae","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2221",839985,839985,802977,"Species","Metacarcinus edwardsii","(Bell, 1835)",440386,1,1,"Arthropoda","Cancridae","Metacarcinus","Metacarcinus edwardsii","Malacostraca","Decapoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2222",840004,840004,527305,"Species","Clathria (Clathria) saraspinifera","Hooper, 1996",244676,2,2,"Porifera","Microcionidae","Clathria","Clathria (Clathria) saraspinifera","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2223",840026,840026,462644,"Species","Leucandra platei","(Breitfuss, 1898)",450783,2,2,"Porifera","Grantiidae","Leucandra","Leucandra platei","Calcarea","Leucosolenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2224",840041,840041,771981,"Species","Spongia (Spongia) magellanica","Thiele, 1905",165209,4,2,"Porifera","Spongiidae","Spongia","Spongia (Spongia) magellanica","Demospongiae","Dictyoceratida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2225",841888,841888,768193,"Species","Laevidentalina communis","(d'Orbigny, 1826)",556616,2,1,"Foraminifera","Nodosariidae","Laevidentalina","Laevidentalina communis","Foraminifera incertae sedis","Lagenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2226",841940,841940,768213,"Species","Vaginulina legumen","(Linnaeus, 1758)",113811,1,1,"Foraminifera","Vaginulinidae","Vaginulina","Vaginulina legumen","Foraminifera incertae sedis","Lagenida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2227",847555,847555,395384,"Species","Abatus beatriceae","(Larrain, 1986)",160760,2,2,"Echinodermata","Schizasteridae","Abatus","Abatus beatriceae","Echinoidea","Spatangoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2228",847584,847584,847770,"Species","Ctenocidaris (Eurocidaris) nutrix","(Thomson, 1876)",513636,1,1,"Echinodermata","Ctenocidaridae","Ctenocidaris","Ctenocidaris (Eurocidaris) nutrix","Echinoidea","Cidaroida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2229",847590,847590,457217,"Species","Iothia emarginuloides","(Philippi, 1868)",567926,2,1,"Mollusca","Lepetidae","Iothia","Iothia emarginuloides","Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2230",848896,848896,769633,"Species","Acontiophorus ushuaiensis","Johnsson, 2001",361477,1,1,"Arthropoda","Asterocheridae","Acontiophorus","Acontiophorus ushuaiensis",NA,"Siphonostomatoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2231",848901,848901,408320,"Species","Aulacomya atra","(Molina, 1782)",505963,18,2,"Mollusca","Mytilidae","Aulacomya","Aulacomya atra","Bivalvia","Mytiloida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2232",848904,848904,774167,"Genus","Parmaphorella","Strebel, 1907",595021,2,1,"Mollusca","Fissurellidae","Parmaphorella",NA,"Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2233",849584,849584,510667,"Species","Siphonodentalium dalli","(Pilsbry & Sharp, 1898)",344385,2,1,"Mollusca","Gadilidae","Siphonodentalium","Siphonodentalium dalli","Scaphopoda","Gadilida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"2234",849874,849874,849872,"Species","Dermatomya mactroides","(Dall, 1889)",408634,1,1,"Mollusca","Poromyidae","Dermatomya","Dermatomya mactroides","Bivalvia",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2235",849906,849906,823298,"Phylum","Radiozoa",NA,582421,36,1,"Radiozoa",NA,NA,NA,NA,NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"2236",850083,850083,647070,"Species","Myxine knappi","Wisner & McMillan, 1995",271307,3,1,"Chordata","Myxinidae","Myxine","Myxine knappi","Myxini","Myxiniformes",TRUE,"DD",NA,"Channels and Fjords of Southern Chile"
